Region,Level,Item,production
China,Activity,Activities auxiliary to financial intermediation (67),178032669093.4541
China,Activity,Activities of membership organisation n.e.c. (91),213102977202.77774
China,Activity,Air transport (62),110935369986.93546
China,Activity,Aluminium production,233141622075.4132
China,Activity,Animal products nec,44580562196.31023
China,Activity,"Biogasification of food waste, incl. land application",0.0
China,Activity,"Biogasification of paper, incl. land application",0.0
China,Activity,"Biogasification of sewage slugde, incl. land application",0.0
China,Activity,Casting of metals,94517358073.09332
China,Activity,Cattle farming,26511461796.8879
China,Activity,Chemicals nec,1083335126840.3313
China,Activity,"Collection, purification and distribution of water (41)",19453636474.41394
China,Activity,"Composting of food waste, incl. land application",1313644939.987986
China,Activity,"Composting of paper and wood, incl. land application",327885282.52441156
China,Activity,Computer and related activities (72),553438030108.355
China,Activity,Construction (45),2709027010747.986
China,Activity,Copper production,140830919280.12534
China,Activity,Cultivation of cereal grains nec,59975918962.419044
China,Activity,Cultivation of crops nec,86286143557.5682
China,Activity,Cultivation of oil seeds,36807924795.09861
China,Activity,Cultivation of paddy rice,50958167221.66571
China,Activity,Cultivation of plant-based fibers,49459023664.08
China,Activity,"Cultivation of sugar cane, sugar beet",22993465509.163002
China,Activity,"Cultivation of vegetables, fruit, nuts",282292402282.2946
China,Activity,Cultivation of wheat,31367078894.367847
China,Activity,Distribution and trade of electricity,105515186632.2258
China,Activity,Education (80),738224013675.0638
China,Activity,Extra-territorial organizations and bodies,0.0
China,Activity,"Extraction of crude petroleum and services related to crude oil extraction, excluding surveying",129442985715.02155
China,Activity,"Extraction of natural gas and services related to natural gas extraction, excluding surveying",5175348884.627153
China,Activity,"Extraction, liquefaction, and regasification of other petroleum and gaseous materials",0.0
China,Activity,"Financial intermediation, except insurance and pension funding (65)",630788031997.4158
China,Activity,"Fishing, operating of fish hatcheries and fish farms; service activities incidental to fishing (05)",280919880857.27234
China,Activity,"Forestry, logging and related service activities (02)",63567650140.33206
China,Activity,Health and social work (85),740618566559.2856
China,Activity,Hotels and restaurants (55),879549862306.8193
China,Activity,Incineration of waste: Food,6097995790.695113
China,Activity,Incineration of waste: Metals and Inert materials,860999783.3875849
China,Activity,Incineration of waste: Oil/Hazardous waste,1518234092.4050708
China,Activity,Incineration of waste: Paper,5990945344.556808
China,Activity,Incineration of waste: Plastic,1309155739.8430104
China,Activity,Incineration of waste: Textiles,1360183862.2934022
China,Activity,Incineration of waste: Wood,1651733653.7112145
China,Activity,Inland water transport,6298673718.524619
China,Activity,"Insurance and pension funding, except compulsory social security (66)",379086106754.247
China,Activity,Landfill of waste: Food,19031461063.575886
China,Activity,Landfill of waste: Inert/metal/hazardous,6505688276.59478
China,Activity,Landfill of waste: Paper,7907430359.955141
China,Activity,Landfill of waste: Plastic,6416722675.821687
China,Activity,Landfill of waste: Textiles,2775352322.909109
China,Activity,Landfill of waste: Wood,3350542054.693886
China,Activity,"Lead, zinc and tin production",57693223315.45024
China,Activity,Manufacture of basic iron and steel and of ferro-alloys and first products thereof,1009035465928.2539
China,Activity,Manufacture of beverages,56016379453.26651
China,Activity,"Manufacture of bricks, tiles and construction products, in baked clay",10088066744.433666
China,Activity,"Manufacture of cement, lime and plaster",125108667367.52756
China,Activity,Manufacture of ceramic goods,294800807061.71106
China,Activity,Manufacture of coke oven products,92051658895.41138
China,Activity,Manufacture of electrical machinery and apparatus n.e.c. (31),949744155320.2637
China,Activity,"Manufacture of fabricated metal products, except machinery and equipment (28)",569612007180.7612
China,Activity,Manufacture of fish products,472361885501.2331
China,Activity,Manufacture of furniture; manufacturing n.e.c. (36),592107063409.4775
China,Activity,Manufacture of gas; distribution of gaseous fuels through mains,14605113619.627417
China,Activity,Manufacture of glass and glass products,271206515411.09647
China,Activity,Manufacture of machinery and equipment n.e.c. (29),1372916498451.8848
China,Activity,"Manufacture of medical, precision and optical instruments, watches and clocks (33)",147155001894.04633
China,Activity,"Manufacture of motor vehicles, trailers and semi-trailers (34)",620642959089.844
China,Activity,Manufacture of office machinery and computers (30),583822992638.9685
China,Activity,Manufacture of other non-metallic mineral products n.e.c.,190872221095.30292
China,Activity,Manufacture of other transport equipment (35),494009156269.8145
China,Activity,"Manufacture of radio, television and communication equipment and apparatus (32)",705017750040.749
China,Activity,Manufacture of rubber and plastic products (25),769559022439.5925
China,Activity,Manufacture of textiles (17),820086631065.4854
China,Activity,Manufacture of tobacco products (16),26518524473.614124
China,Activity,Manufacture of wearing apparel; dressing and dyeing of fur (18),355358179452.1859
China,Activity,"Manufacture of wood and of products of wood and cork, except furniture; manufacture of articles of straw and plaiting materials (20)",20431781627.386116
China,Activity,"Manure treatment (biogas), storage and land application",0.0
China,Activity,"Manure treatment (conventional), storage and land application",0.0
China,Activity,Meat animals nec,37784192813.06313
China,Activity,Mining of aluminium ores and concentrates,2386794133.3487644
China,Activity,"Mining of chemical and fertilizer minerals, production of salt, other mining and quarrying n.e.c.",3624265146.4501357
China,Activity,Mining of coal and lignite; extraction of peat (10),158954303098.21347
China,Activity,Mining of copper ores and concentrates,31474127898.663185
China,Activity,Mining of iron ores,10256045159.981655
China,Activity,"Mining of lead, zinc and tin ores and concentrates",4552585220.148946
China,Activity,Mining of nickel ores and concentrates,4270347346.430401
China,Activity,Mining of other non-ferrous metal ores and concentrates,42313795000.26264
China,Activity,Mining of precious metal ores and concentrates,25918301231.611
China,Activity,Mining of uranium and thorium ores (12),916199478.2080191
China,Activity,N-fertiliser,381454318.7860143
China,Activity,Other business activities (74),857283170185.8507
China,Activity,Other land transport,238153975161.9471
China,Activity,Other non-ferrous metal production,94033758614.37866
China,Activity,Other service activities (93),357093051504.92926
China,Activity,P- and other fertiliser,58989379483.97341
China,Activity,Paper,239426680642.27774
China,Activity,Petroleum Refinery,614447006982.3612
China,Activity,Pigs farming,105656141360.73349
China,Activity,"Plastics, basic",132829179857.00356
China,Activity,Post and telecommunications (64),24845228954.174465
China,Activity,Poultry farming,64560128335.559746
China,Activity,Precious metals production,65449294343.12369
China,Activity,Private households with employed persons (95),67276797321.704384
China,Activity,Processed rice,43861397998.590576
China,Activity,Processing of Food products nec,655440443605.5449
China,Activity,Processing of dairy products,19699042864.154522
China,Activity,Processing of meat cattle,4492701642.546936
China,Activity,Processing of meat pigs,24230429225.90782
China,Activity,Processing of meat poultry,18092942589.790916
China,Activity,Processing of nuclear fuel,97682618.49424298
China,Activity,Processing vegetable oils and fats,46977007211.94757
China,Activity,Production of DFIG generators,0.0
China,Activity,Production of PMG generators,0.0
China,Activity,Production of electricity by Geothermal,8833774.01786257
China,Activity,Production of electricity by biomass and waste,187484608.3173608
China,Activity,Production of electricity by coal,179777895316.9988
China,Activity,Production of electricity by gas,3807067536.1557446
China,Activity,Production of electricity by hydro,40085671868.09279
China,Activity,Production of electricity by nuclear,5440073057.335897
China,Activity,Production of electricity by petroleum and other oil derivatives,1402195623.353457
China,Activity,Production of electricity by solar photovoltaic,8434257.169877414
China,Activity,Production of electricity by solar thermal,15484.081062663858
China,Activity,"Production of electricity by tide, wave, ocean",170335.91493110138
China,Activity,Production of electricity by wind,461450801.48169404
China,Activity,Production of electricity nec,1462842977.9469817
China,Activity,Production of meat products nec,73698414469.68657
China,Activity,Production of mono-Si and poli-Si cells,0.0
China,Activity,Production of offshore wind plants,0.0
China,Activity,Production of onshore wind plants,0.0
China,Activity,Production of photovoltaic modules,0.0
China,Activity,Production of photovoltaic plants,0.0
China,Activity,Public administration and defence; compulsory social security (75),994015041292.5581
China,Activity,"Publishing, printing and reproduction of recorded media (22)",245406111611.5296
China,Activity,Pulp,3871493911.6355925
China,Activity,Quarrying of sand and clay,38307317066.84293
China,Activity,Quarrying of stone,15055319316.69054
China,Activity,Raw milk,35731987880.45529
China,Activity,Re-processing of ash into clinker,0.0
China,Activity,Re-processing of secondary aluminium into new aluminium,0.0
China,Activity,Re-processing of secondary construction material into aggregates,0.0
China,Activity,Re-processing of secondary copper into new copper,0.0
China,Activity,Re-processing of secondary glass into new glass,0.0
China,Activity,"Re-processing of secondary lead into new lead, zinc and tin",0.0
China,Activity,Re-processing of secondary other non-ferrous metals into new other non-ferrous metals,0.0
