Region,,,EU27+UK,EU27+UK,EU27+UK,EU27+UK,EU27+UK,EU27+UK,EU27+UK,USA,USA,USA,USA,USA,USA,USA,RoW,RoW,RoW,RoW,RoW,RoW,RoW,China,China,China,China,China,China,China
Level,,,Consumption category,Consumption category,Consumption category,Consumption category,Consumption category,Consumption category,Consumption category,Consumption category,Consumption category,Consumption category,Consumption category,Consumption category,Consumption category,Consumption category,Consumption category,Consumption category,Consumption category,Consumption category,Consumption category,Consumption category,Consumption category,Consumption category,Consumption category,Consumption category,Consumption category,Consumption category,Consumption category,Consumption category
Item,,,Final consumption expenditure by households,Final consumption expenditure by non-profit organisations serving households (NPISH),Final consumption expenditure by government,Gross fixed capital formation,Changes in inventories,Changes in valuables,Exports: Total (fob),Final consumption expenditure by households,Final consumption expenditure by non-profit organisations serving households (NPISH),Final consumption expenditure by government,Gross fixed capital formation,Changes in inventories,Changes in valuables,Exports: Total (fob),Final consumption expenditure by households,Final consumption expenditure by non-profit organisations serving households (NPISH),Final consumption expenditure by government,Gross fixed capital formation,Changes in inventories,Changes in valuables,Exports: Total (fob),Final consumption expenditure by households,Final consumption expenditure by non-profit organisations serving households (NPISH),Final consumption expenditure by government,Gross fixed capital formation,Changes in inventories,Changes in valuables,Exports: Total (fob)
Region,Level,Item,,,,,,,,,,,,,,,,,,,,,,,,,,,,
EU27+UK,Commodity,Paddy rice,958671977.5659668,4813514.003489048,3218973.26409487,26579.108090348946,20868867.250377078,0.0,0.0,29269.10818833089,0.0,0.0,0.0,17835.634696508594,0.0,0.0,105223.79389884182,33.711189443918364,2193.3883059996065,0.0,1453.6302538112275,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
EU27+UK,Commodity,Wheat,12346535928.170994,29661196.585745856,197830722.7287636,293539.69870282215,695896323.6812893,0.0,0.0,6379.207329170171,0.0,0.0,0.0,8578.491564124617,0.0,0.0,489642223.7731377,2269.1620631560772,609097.466650874,3222642.917639023,1032138.3989584633,0.0,0.0,0.0,49748901.2200537,46137.58956348312,0.0,491.6042574236672,0.0,0.0
EU27+UK,Commodity,Cereal grains nec,4602537263.399614,6097623.713516197,74518105.05897212,321379.6203684533,576033094.0434608,0.0,0.0,1530438.2253389016,0.0,0.0,0.0,251936.18754801288,0.0,0.0,147476423.05907232,24989.652415023374,39310.05742886092,1258988.2910592945,160444908.5338847,0.0,0.0,0.0,61774.87283762094,1027.1642020040713,0.0,10997.806168159797,0.0,0.0
EU27+UK,Commodity,"Vegetables, fruit, nuts",73325759541.39784,405118833.81621933,640237818.5013821,5308008.449531491,1591836553.0398762,0.0,0.0,214367785.3434283,0.0,0.0,0.0,2910.662891211548,0.0,0.0,3548103106.861446,3944.4041447802438,7400.573412346293,92390440.65198359,10470646.929698205,0.0,0.0,24234055.563489705,15376.819192683677,7356.72489436582,0.0,27683.98857768935,0.0,0.0
EU27+UK,Commodity,Oil seeds,4717103586.94857,9289806.628867263,25495119.186906017,42605.74102350251,389218011.39042664,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,13142704.334782211,1727.8143930650765,11041.24630329033,0.0669070667057995,719999.3005892385,0.0,0.0,0.0,490149.8957711789,34.406436023815,0.0,1969.6532254681392,0.0,0.0
EU27+UK,Commodity,"Sugar cane, sugar beet",0.0,0.0,31270.195598304337,0.0,370679898.41630185,0.0,0.0,0.0,0.0,0.0,0.0,764.7399502203604,0.0,0.0,108.80828095689711,111.05734077425296,150.23364070804016,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
EU27+UK,Commodity,Plant-based fibers,483405590.0891815,75885.78904040495,361280.4837722426,21027.00127087313,4592088.404578799,0.0,0.0,0.0,0.0,0.0,0.0,361089.9448009181,0.0,0.0,393517.69299934455,145.81456751809648,1964.6443909538402,1081.9459201627526,306470.1130170894,0.0,0.0,0.0,641719.4668097507,68397.32276000886,0.0,38547.53337057475,0.0,0.0
EU27+UK,Commodity,Crops nec,8950276023.008156,23684316.95889008,111323038.05632265,694239521.5717564,582431727.0263565,0.0,0.0,21989939.40066563,0.0,0.0,0.0,3056167.4506379967,0.0,0.0,2266068052.1627655,104229.31612549872,221606.32875110512,125152640.6413674,28987510.464430705,0.0,0.0,3274002.3016936644,3478267.2504713354,1780097.0351378764,0.0,1531974.0728287587,0.0,0.0
EU27+UK,Commodity,Cattle,0.0,0.0,2113796.430405171,4275026855.4013944,722957716.998803,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1384854829851196,48.346768977975245,773.1440571976434,0.0,135563575.63957494,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
EU27+UK,Commodity,Pigs,0.0,0.0,350148.2520008498,4933411419.889849,1624443654.0757387,0.0,0.0,0.0,0.0,0.0,0.0,2320.138100623167,0.0,0.0,31432.036982334746,429.8025155284712,527.5804095437593,384964.3640747246,274280.82159239193,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
EU27+UK,Commodity,Poultry,21943443771.268787,48671520.52375851,270861828.4392625,790858940.1196669,518713615.81973857,0.0,0.0,26985.03613624809,0.0,0.0,0.0,231.82884017365248,0.0,0.0,8533913.59234313,38399.25769682337,8805738.306800848,0.0,21082726.655439638,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
EU27+UK,Commodity,Meat animals nec,5871561062.530886,21201453.47874397,33540083.668441,549101763.6835364,145734690.99380207,0.0,0.0,0.0,0.0,0.0,0.0,1196951.2424525537,0.0,0.0,95399615.66057725,5794.455071126449,8319685.07581625,6630827.984819563,31015958.1604437,0.0,0.0,0.0,35465954.22624274,15509353.933551548,0.0,0.0,0.0,0.0
EU27+UK,Commodity,Animal products nec,923729466.2225896,8486868.900590261,9319643.410226705,53156.83009759437,35413493.27137049,0.0,0.0,5781.092020721785,0.0,0.0,0.0,231579.80618833395,0.0,0.0,235519365.05645412,2215.5907953357014,35318.52104042596,51842266.36362581,1577052.2356788286,0.0,0.0,97882.69430799807,3274.524645633035,526.6054064789545,43126966.66376372,96318.95825618182,0.0,0.0
EU27+UK,Commodity,Raw milk,4421427782.477719,17599966.639363475,215169680.1449987,2209.2741878789457,1091046426.490263,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
EU27+UK,Commodity,"Wool, silk-worm cocoons",0.0,0.0,1375946.550976259,180254.35230537268,88781039.30515689,0.0,0.0,0.0,0.0,0.0,0.0,7387.872582791014,0.0,0.0,774962.6811911925,82267.72749896423,117224.95654363552,0.0033866975813489956,14339.494327661845,0.0,0.0,0.0,34804882.92471012,0.0,0.0,0.0,0.0,0.0
EU27+UK,Commodity,Manure (conventional treatment),0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
EU27+UK,Commodity,Manure (biogas treatment),0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
EU27+UK,Commodity,"Products of forestry, logging and related services (02)",7625619021.331329,188393237.28641745,140022052.90610072,2196703101.665069,4245972285.1169314,0.0,0.0,0.0,0.0,0.0,0.0,192435.6526388877,0.0,0.0,84937865.90864605,52457.225300102196,84864.93034767335,604529.9230246894,9207679.60588752,0.0,0.0,37849135.007388875,214475.4978148331,93001.88564035263,0.0,3585312.3375036973,0.0,0.0
EU27+UK,Commodity,Fish and other fishing products; services incidental of fishing (05),11768625760.78619,688188.8421712081,8158162.420812538,951208.588460285,79741632.063258,0.0,0.0,35108.78413927517,0.0,0.0,0.0,171684.9449816231,0.0,0.0,371977203.7034343,9422.346378153567,10734.258046680185,8.082216017467148,5744650.773066901,0.0,0.0,3049809.427708507,55992.288033319644,5317.106537964056,0.0,2197.483182484078,0.0,0.0
EU27+UK,Commodity,Anthracite,46687170.74421384,0.0,6449970.622097155,3234119.5208495557,25006971.870051276,0.0,0.0,26.347292498379485,0.0,0.0,0.0,32.35902783367936,0.0,0.0,384549.0125187369,1.019691074453767,18473.544878692905,0.0,7257.373572613274,0.0,0.0,0.0,0.0,0.0,0.0,74.74635070272882,0.0,0.0
