Region,,,EU27+UK,EU27+UK,EU27+UK,EU27+UK,EU27+UK,EU27+UK,EU27+UK,USA,USA,USA,USA,USA,USA,USA,RoW,RoW,RoW,RoW,RoW,RoW,RoW,China,China,China,China,China,China,China
Level,,,Consumption category,Consumption category,Consumption category,Consumption category,Consumption category,Consumption category,Consumption category,Consumption category,Consumption category,Consumption category,Consumption category,Consumption category,Consumption category,Consumption category,Consumption category,Consumption category,Consumption category,Consumption category,Consumption category,Consumption category,Consumption category,Consumption category,Consumption category,Consumption category,Consumption category,Consumption category,Consumption category,Consumption category
Item,,,Final consumption expenditure by households,Final consumption expenditure by non-profit organisations serving households (NPISH),Final consumption expenditure by government,Gross fixed capital formation,Changes in inventories,Changes in valuables,Exports: Total (fob),Final consumption expenditure by households,Final consumption expenditure by non-profit organisations serving households (NPISH),Final consumption expenditure by government,Gross fixed capital formation,Changes in inventories,Changes in valuables,Exports: Total (fob),Final consumption expenditure by households,Final consumption expenditure by non-profit organisations serving households (NPISH),Final consumption expenditure by government,Gross fixed capital formation,Changes in inventories,Changes in valuables,Exports: Total (fob),Final consumption expenditure by households,Final consumption expenditure by non-profit organisations serving households (NPISH),Final consumption expenditure by government,Gross fixed capital formation,Changes in inventories,Changes in valuables,Exports: Total (fob)
Region,Level,Item,,,,,,,,,,,,,,,,,,,,,,,,,,,,
EU27+UK,Commodity,Paddy rice,1003178911.1070362,4631706.943999248,1447211.9598651144,24634.51469780164,15913378.756719869,0.0,0.0,347.41394910701683,0.0,0.0,0.0,218.5211091496407,0.0,0.0,48409.680368468886,21.05932725709108,1358.5608876460547,0.0,972.8868465918806,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
EU27+UK,Commodity,Wheat,13063241325.60242,24226544.625411768,161278493.47113654,2690.199647130892,827544185.0852777,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,549716342.0749124,4765.487079057133,4772599.907002338,552790.9415106637,6372639.291348273,0.0,0.0,0.0,65.30346531228355,168918.2192519685,0.0,14.257506237939422,0.0,0.0
EU27+UK,Commodity,Cereal grains nec,3401210044.4012604,5619193.98369595,8945008.099750133,294835.0207820015,711202837.4316453,0.0,0.0,1065744.2128987538,0.0,0.0,0.0,180272.93662232425,0.0,0.0,179798967.3871738,84909.92883575162,288086.07027916994,241577.21093798382,339325.92068181676,0.0,0.0,0.0,20199.131177444666,127731.47607310342,0.0,3852.871199735902,0.0,0.0
EU27+UK,Commodity,"Vegetables, fruit, nuts",74808689780.07938,459930362.42656624,528313375.585007,4925879.805625663,1721717399.7764373,0.0,0.0,235501289.23048854,0.0,0.0,0.0,3360.7903552640255,0.0,0.0,3869366159.476465,3814.3502003900367,7812.681647922927,49699802.86686296,12363693.153248824,0.0,0.0,46773924.83541148,17869.075229919865,5499.158640583274,0.0,17362.66851455533,0.0,0.0
EU27+UK,Commodity,Oil seeds,4747270013.664778,8680803.084101608,22968977.540165287,39589.63333974116,487119554.3964276,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,26603645.89930135,2448.5722334592074,9487.26538616234,141.48782966021804,510435.2916540502,0.0,0.0,0.0,864773.3323995165,1218.4290947100187,0.0,955.5731458580767,0.0,0.0
EU27+UK,Commodity,"Sugar cane, sugar beet",0.0,0.0,27188.17509994101,0.0,514178684.751876,0.0,0.0,0.0,0.0,0.0,0.0,433.18187091685127,0.0,0.0,76.80052435776688,72.18918202703028,135.25651437397656,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
EU27+UK,Commodity,Plant-based fibers,357721531.61164033,59360.80036806087,311050.3190796666,19544.485979085697,4137564.6016536956,0.0,0.0,0.0,0.0,0.0,0.0,64947.46620538173,0.0,0.0,900918.4738027188,136.75187478855304,119032.03806325719,3400168.2271729433,589288.832736708,0.0,0.0,0.0,336982.0605671628,18126.472433369858,0.0,10620.141739381605,0.0,0.0
EU27+UK,Commodity,Crops nec,10179910662.447617,22241742.859002467,97080278.14324616,664522293.205014,797994293.1854883,0.0,0.0,0.0,0.0,0.0,0.0,11516048.881120358,0.0,0.0,2301009959.134533,116733.49120088156,252493.02758416513,73929347.4089117,26544090.31972124,0.0,0.0,7291875.9436186785,7644003.235267918,1415192.0944394597,0.0,1487430.5077513217,0.0,0.0
EU27+UK,Commodity,Cattle,0.0,0.0,2034746.781041127,4262073070.964265,1173823275.5861423,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,158.61675774322853,42.14521010406523,21.961977821281714,0.0,5611555.650862193,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
EU27+UK,Commodity,Pigs,0.0,0.0,331631.01940542686,4984662343.852737,2111103627.2823555,0.0,0.0,0.0,0.0,0.0,0.0,447.130301300294,0.0,0.0,26064.05770995024,43.48016657872775,48.47341502027859,647173.2343225003,684711.0722187283,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
EU27+UK,Commodity,Poultry,23515573547.051353,46410703.516251534,138975002.7762848,789493702.5857137,694100820.3960752,0.0,0.0,106450.29884777311,0.0,0.0,0.0,778.3365261915621,0.0,0.0,3245857.658597638,1657.5794537613974,12559401.922006162,0.0,22897086.36060615,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
EU27+UK,Commodity,Meat animals nec,7035281532.4147415,20242776.464482527,31171765.983132165,241954323.67238522,178170363.12495276,0.0,0.0,0.0,0.0,0.0,0.0,1094513.9198835148,0.0,0.0,95017464.68318966,4848.794928081536,53483537.60185641,4658742.491931782,99414473.59664547,0.0,0.0,0.0,53918145.67053102,8521978.132040055,0.0,0.0,0.0,0.0
EU27+UK,Commodity,Animal products nec,642215711.2432694,6988034.325953476,8001131.516998754,191371.9307984422,25698857.29450846,0.0,0.0,24298603.187417198,0.0,0.0,0.0,277438.99305284675,0.0,0.0,245951071.82389086,2347.3930437132267,40607.38900415706,58546682.65692319,1023934.317716843,0.0,0.0,21033002.37278541,3440.6021310702795,552.5392724056705,27310.943712910386,407643.9071556877,0.0,0.0
EU27+UK,Commodity,Raw milk,5284758248.716697,16399049.536608826,23571213.64652763,219879.24937234484,1762791532.885758,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
EU27+UK,Commodity,"Wool, silk-worm cocoons",0.0,0.0,1324984.5245497583,167083.00921199628,39674237.109715305,0.0,0.0,0.0,0.0,0.0,0.0,4465.551538732928,0.0,0.0,254071.5030856465,485526.7527134986,381956.8530813766,0.002754068127238086,630906.2437573908,0.0,0.0,0.0,36702018.18360695,0.0,0.0,214.66096842099734,0.0,0.0
EU27+UK,Commodity,Manure (conventional treatment),0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
EU27+UK,Commodity,Manure (biogas treatment),0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
EU27+UK,Commodity,"Products of forestry, logging and related services (02)",7788969563.928294,232279456.57556757,135463411.75604665,1949126985.9552832,4039931037.7211313,0.0,0.0,0.0,0.0,0.0,0.0,218901.49632581818,0.0,0.0,113886054.64678185,51165.27153878967,97958.15040004434,363586.56770331576,12664166.271377701,0.0,0.0,72204100.8439875,163086.74517787152,70713.82051734636,0.0,2835038.773861714,0.0,0.0
EU27+UK,Commodity,Fish and other fishing products; services incidental of fishing (05),11927769541.774271,602155.2009022282,5141179.272299336,884670.9671075745,57281396.133988276,0.0,0.0,0.0,0.0,0.0,0.0,251300.85108176025,0.0,0.0,339373905.21405387,7200.60723486756,8818.929107578751,6.385178019314494,6837943.30125558,0.0,0.0,7439555.384216199,90921.86020952725,8626.984552171816,0.0,165353.61371757864,0.0,0.0
EU27+UK,Commodity,Anthracite,32620282.50676973,0.0,413949.0271400168,1895426.5488280717,19998289.483019277,0.0,0.0,49.03384838466528,0.0,0.0,0.0,54.18985358957776,0.0,0.0,567035.8644641702,4.034916638908394,34337.03999509725,34.27380501010162,26588.668754858634,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
