Region,Level,Item,production
EU27+UK,Commodity,Paddy rice,1570653754.6889415
EU27+UK,Commodity,Wheat,31126228438.55754
EU27+UK,Commodity,Cereal grains nec,32485071704.444153
EU27+UK,Commodity,"Vegetables, fruit, nuts",97338930445.46234
EU27+UK,Commodity,Oil seeds,24598219316.229702
EU27+UK,Commodity,"Sugar cane, sugar beet",4683473727.946611
EU27+UK,Commodity,Plant-based fibers,1010686274.7468739
EU27+UK,Commodity,Crops nec,31865745021.013885
EU27+UK,Commodity,Cattle,24897196883.886436
EU27+UK,Commodity,Pigs,35385174828.93394
EU27+UK,Commodity,Poultry,35590915893.15792
EU27+UK,Commodity,Meat animals nec,14089657848.024693
EU27+UK,Commodity,Animal products nec,1622550892.2066495
EU27+UK,Commodity,Raw milk,67770785857.126015
EU27+UK,Commodity,"Wool, silk-worm cocoons",139093631.8729679
EU27+UK,Commodity,Manure (conventional treatment),0.0
EU27+UK,Commodity,Manure (biogas treatment),0.0
EU27+UK,Commodity,"Products of forestry, logging and related services (02)",40272775962.196686
EU27+UK,Commodity,Fish and other fishing products; services incidental of fishing (05),16476734177.971693
EU27+UK,Commodity,Anthracite,1734833702.160525
EU27+UK,Commodity,Coking Coal,2383339043.933769
EU27+UK,Commodity,Other Bituminous Coal,14149891821.43493
EU27+UK,Commodity,Sub-Bituminous Coal,92723406.06313385
EU27+UK,Commodity,Patent Fuel,29682846.577167824
EU27+UK,Commodity,Lignite/Brown Coal,5395244164.370754
EU27+UK,Commodity,BKB/Peat Briquettes,1364489247.2152843
EU27+UK,Commodity,Peat,842704860.1744801
EU27+UK,Commodity,"Crude petroleum and services related to crude oil extraction, excluding surveying",66626833359.96187
EU27+UK,Commodity,"Natural gas and services related to natural gas extraction, excluding surveying",23462946492.514935
EU27+UK,Commodity,Natural Gas Liquids,1574679936.4803462
EU27+UK,Commodity,Other Hydrocarbons,335982567.0409833
EU27+UK,Commodity,Uranium and thorium ores (12),429795876.8212076
EU27+UK,Commodity,Iron ores,536421783.659479
EU27+UK,Commodity,Copper ores and concentrates,6542513171.902299
EU27+UK,Commodity,Nickel ores and concentrates,152014999.47267038
