Region,,,EU27+UK,EU27+UK,EU27+UK,EU27+UK,EU27+UK,EU27+UK,EU27+UK,USA,USA,USA,USA,USA,USA,USA,RoW,RoW,RoW,RoW,RoW,RoW,RoW,China,China,China,China,China,China,China
Level,,,Consumption category,Consumption category,Consumption category,Consumption category,Consumption category,Consumption category,Consumption category,Consumption category,Consumption category,Consumption category,Consumption category,Consumption category,Consumption category,Consumption category,Consumption category,Consumption category,Consumption category,Consumption category,Consumption category,Consumption category,Consumption category,Consumption category,Consumption category,Consumption category,Consumption category,Consumption category,Consumption category,Consumption category
Item,,,Final consumption expenditure by households,Final consumption expenditure by non-profit organisations serving households (NPISH),Final consumption expenditure by government,Gross fixed capital formation,Changes in inventories,Changes in valuables,Exports: Total (fob),Final consumption expenditure by households,Final consumption expenditure by non-profit organisations serving households (NPISH),Final consumption expenditure by government,Gross fixed capital formation,Changes in inventories,Changes in valuables,Exports: Total (fob),Final consumption expenditure by households,Final consumption expenditure by non-profit organisations serving households (NPISH),Final consumption expenditure by government,Gross fixed capital formation,Changes in inventories,Changes in valuables,Exports: Total (fob),Final consumption expenditure by households,Final consumption expenditure by non-profit organisations serving households (NPISH),Final consumption expenditure by government,Gross fixed capital formation,Changes in inventories,Changes in valuables,Exports: Total (fob)
Region,Level,Item,,,,,,,,,,,,,,,,,,,,,,,,,,,,
EU27+UK,Commodity,Paddy rice,832604855.7847905,4863280.886746239,1161052.9456582183,19374.522682317325,9651932.81106477,0.0,0.0,177.48320076770386,0.0,0.0,0.0,136.62355085810276,0.0,0.0,119855.2855726565,254.35622688536066,150222.33416882178,748.9227435228785,1531.0001861534092,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
EU27+UK,Commodity,Wheat,10981693166.69899,30443063.543102615,232864867.87296632,213135.29429813498,623539137.4345617,0.0,0.0,12879.277893878205,0.0,0.0,0.0,2480939.9904884277,0.0,0.0,355956797.9579114,1248.9343985519863,242031.99576470163,8530.596916206836,442702.9803326555,0.0,0.0,0.0,146.3955323193507,3040961.857823576,0.0,28.125131232518992,0.0,0.0
EU27+UK,Commodity,Cereal grains nec,4053018342.7859125,6189193.058309915,70035356.43142281,231713.884823332,391975345.0220968,0.0,0.0,682.6895059894454,0.0,0.0,0.0,83643.720608894,0.0,0.0,92834501.76881123,3133.8306328327153,176900.73476817537,8209.97585549449,904300.397919935,0.0,0.0,0.0,4987.954583650426,57.537134181614995,0.0,1155.0408927660385,0.0,0.0
EU27+UK,Commodity,"Vegetables, fruit, nuts",62292203525.63864,415082619.82546765,390323268.2169947,3875078.6779636503,942000085.7152022,0.0,0.0,138449822.20170245,0.0,0.0,0.0,3207.8489084093985,0.0,0.0,3733314143.113296,3657.6255791083186,36586.86135758497,26657100.283984154,16595573.807542805,0.0,0.0,17305856.34991027,3401.823195401812,1544.4902984875998,0.0,4195.623390300009,0.0,0.0
EU27+UK,Commodity,Oil seeds,4551098437.257264,8832394.929129455,24948370.632788613,31002.762824096848,490727513.0441161,0.0,0.0,0.0,0.0,0.0,0.0,48228.52186961345,0.0,0.0,11044737.581175819,1446.7725615533377,2871963.364455855,0.0104691727111633,308063.6763542496,0.0,0.0,0.0,157035.32664869598,194.3899811169108,0.0,206.05209781987458,0.0,0.0
EU27+UK,Commodity,"Sugar cane, sugar beet",0.0,0.0,0.0,0.0,415537849.7442912,0.0,0.0,0.0,0.0,0.0,0.0,402.2139496457427,0.0,0.0,3477.1723310998937,2947.4592340694912,119540.19070593205,0.0,3.9765791123257284,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
EU27+UK,Commodity,Plant-based fibers,415728095.7509115,51505.094574808056,254994.49879107633,15342.698138497391,3843980.9630499077,0.0,0.0,0.0,0.0,0.0,0.0,33511.40020139911,0.0,0.0,476981.2277353083,5.091889146100951,356715.541904221,313059.1001849885,914897.029908882,0.0,0.0,0.0,0.0,8864.754080040415,0.0,120049.04765237073,0.0,0.0
EU27+UK,Commodity,Crops nec,8271034576.132507,20809273.152486343,89603759.76033352,420155895.3810275,437075732.3163627,0.0,0.0,13467850.816252543,0.0,0.0,0.0,7946517.702066655,0.0,0.0,2060120791.9072628,110034.23264833851,243463.6502944798,58745608.86977103,7901524.38160732,0.0,0.0,7264527.426440459,1555722.5886572017,73476.82265614977,0.0,492057.28690900473,0.0,0.0
EU27+UK,Commodity,Cattle,0.0,0.0,1557345.7173659806,3646135306.518572,850700563.3690363,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,781.3943419779288,44.31280650961397,395771.5682002146,0.0,173.28310137798272,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
EU27+UK,Commodity,Pigs,0.0,0.0,21550429.409029797,3645109571.02882,1534678886.8245556,0.0,0.0,0.0,0.0,0.0,0.0,241.31464965237066,0.0,0.0,7436.712153791141,28.78339208082498,3434550.1686216285,29126.188165012856,11146547.305716805,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
EU27+UK,Commodity,Poultry,21048808110.35236,46484719.35275283,155813327.68149507,601165392.9425168,374405432.77162886,0.0,0.0,43937.72252048756,0.0,0.0,0.0,704.9081972727752,0.0,0.0,2576461.0010620123,1262468.7591725115,1020582.1306383024,0.0,17227590.982914593,0.0,0.0,0.0,1335.816669848592,4967082.971574117,0.0,0.0,0.0,0.0
EU27+UK,Commodity,Meat animals nec,5660871993.913246,20821630.216756877,22457552.0766163,261366237.23100364,138684892.91883212,0.0,0.0,0.0,0.0,0.0,0.0,235585689.0812932,0.0,0.0,40229652.34720244,3141.77756537559,53352834.91567125,5997558.938821842,76641170.84722584,0.0,0.0,0.0,22520.939327202435,35971439.19867452,0.0,4.470008585507056,0.0,0.0
EU27+UK,Commodity,Animal products nec,664378730.5642095,7886844.024522559,5453594.739985096,41839.49295868931,20629066.322790183,0.0,0.0,9658150.716354571,0.0,0.0,0.0,139111.84718202037,0.0,0.0,184218213.1041885,310.8445222616765,145185.43279055992,50223942.470651805,340703.15146259015,0.0,0.0,32794592.594458003,1476.481655617589,225.59783835908615,90357566.65817873,246849.68474016996,0.0,0.0
EU27+UK,Commodity,Raw milk,5708307015.242439,15863510.643863127,108183478.11439793,169438.08881392964,1059985462.5737469,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
EU27+UK,Commodity,"Wool, silk-worm cocoons",0.0,0.0,1010047.3792338156,131236.73998683263,58732174.682500616,0.0,0.0,0.0,0.0,0.0,0.0,278921.5206605937,0.0,0.0,403699.22413617023,110507.52388812153,798883.5989751408,0.005347129556035069,147471.34293456917,0.0,0.0,0.0,31286410.406138234,0.0,0.0,8.593656954604919,0.0,0.0
EU27+UK,Commodity,Manure (conventional treatment),0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
EU27+UK,Commodity,Manure (biogas treatment),0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
EU27+UK,Commodity,"Products of forestry, logging and related services (02)",6641364161.268764,236467293.8576686,47546132.117255256,1579157293.6028202,3470481332.594696,0.0,0.0,0.0,0.0,0.0,0.0,128038.79455836093,0.0,0.0,109313405.83378093,30251.563077013092,72422.105741651,532444.4722816983,3754558.0083364635,0.0,0.0,86503487.79408912,69131.37123310482,28461.461988676623,0.0,428730.47777764645,0.0,0.0
EU27+UK,Commodity,Fish and other fishing products; services incidental of fishing (05),10278155058.760801,1859060.678479385,4597630.63312133,32748399.474516403,63381999.82624477,0.0,0.0,132153.67305507488,0.0,0.0,0.0,167948.778947004,0.0,0.0,279203647.5874785,4274.7303238496315,4832.9961078234155,6.688100292117025,1811327.1858854222,0.0,0.0,0.0,26267.213634964544,2364.826548099366,0.0,24420.02370970013,0.0,0.0
EU27+UK,Commodity,Anthracite,63439566.656987,0.0,3935036.78297094,1557981.702994821,9092615.319609402,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,221100.91818873648,0.48800688146097576,7354.14558344587,1.5821431680737967,9843.308668425609,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
