Region,Level,Item,production
EU27+UK,Commodity,Paddy rice,1425163367.9472098
EU27+UK,Commodity,Wheat,33389789500.13521
EU27+UK,Commodity,Cereal grains nec,33481401646.947014
EU27+UK,Commodity,"Vegetables, fruit, nuts",99685155791.2594
EU27+UK,Commodity,Oil seeds,24745130865.295734
EU27+UK,Commodity,"Sugar cane, sugar beet",4690953870.450959
EU27+UK,Commodity,Plant-based fibers,986165697.3987613
EU27+UK,Commodity,Crops nec,34984809848.520424
EU27+UK,Commodity,Cattle,26904818835.48513
EU27+UK,Commodity,Pigs,34922207586.669846
EU27+UK,Commodity,Poultry,37031284502.073135
EU27+UK,Commodity,Meat animals nec,14178553269.431116
EU27+UK,Commodity,Animal products nec,1728907591.4812646
EU27+UK,Commodity,Raw milk,69372518634.87631
EU27+UK,Commodity,"Wool, silk-worm cocoons",163423586.7699988
EU27+UK,Commodity,Manure (conventional treatment),0.0
EU27+UK,Commodity,Manure (biogas treatment),0.0
EU27+UK,Commodity,"Products of forestry, logging and related services (02)",41951729767.76582
EU27+UK,Commodity,Fish and other fishing products; services incidental of fishing (05),17082149238.742218
EU27+UK,Commodity,Anthracite,1756733388.0417197
EU27+UK,Commodity,Coking Coal,2374481139.45565
EU27+UK,Commodity,Other Bituminous Coal,13411488149.807865
EU27+UK,Commodity,Sub-Bituminous Coal,100083025.16948268
EU27+UK,Commodity,Patent Fuel,42763614.98581403
EU27+UK,Commodity,Lignite/Brown Coal,5215943718.800202
EU27+UK,Commodity,BKB/Peat Briquettes,1299544454.4232361
EU27+UK,Commodity,Peat,781754869.4384449
EU27+UK,Commodity,"Crude petroleum and services related to crude oil extraction, excluding surveying",67147766477.9966
EU27+UK,Commodity,"Natural gas and services related to natural gas extraction, excluding surveying",27878038686.751842
EU27+UK,Commodity,Natural Gas Liquids,1120300015.8747933
EU27+UK,Commodity,Other Hydrocarbons,380191782.4802005
EU27+UK,Commodity,Uranium and thorium ores (12),325324544.18632156
EU27+UK,Commodity,Iron ores,562562069.2749457
EU27+UK,Commodity,Copper ores and concentrates,6266314778.534242
EU27+UK,Commodity,Nickel ores and concentrates,143298253.52071258
EU27+UK,Commodity,Aluminium ores and concentrates,206736159.58775765
EU27+UK,Commodity,Precious metal ores and concentrates,496408377.1914545
EU27+UK,Commodity,"Lead, zinc and tin ores and concentrates",1300116118.1650116
EU27+UK,Commodity,Other non-ferrous metal ores and concentrates,1287613082.4771557
EU27+UK,Commodity,Stone,19503826735.443718
EU27+UK,Commodity,Sand and clay,26684337823.092216
EU27+UK,Commodity,"Chemical and fertilizer minerals, salt and other mining and quarrying products n.e.c.",14074031471.174734
EU27+UK,Commodity,Products of meat cattle,32225315925.673637
EU27+UK,Commodity,Products of meat pigs,37504527932.07066
EU27+UK,Commodity,Products of meat poultry,56991966035.17133
EU27+UK,Commodity,Meat products nec,104358685809.0018
EU27+UK,Commodity,products of Vegetable oils and fats,31226791287.406128
EU27+UK,Commodity,Dairy products,144518554446.6933
EU27+UK,Commodity,Processed rice,2602027998.9198065
EU27+UK,Commodity,Sugar,14157470126.06041
EU27+UK,Commodity,Food products nec,441334368304.38556
EU27+UK,Commodity,Beverages,135772225154.58582
EU27+UK,Commodity,Fish products,36309345697.03077
EU27+UK,Commodity,Tobacco products (16),25607090865.287304
EU27+UK,Commodity,Textiles (17),127164221854.90616
EU27+UK,Commodity,Wearing apparel; furs (18),116890016601.54375
EU27+UK,Commodity,Leather and leather products (19),56027298872.32881
EU27+UK,Commodity,Wood and products of wood and cork (except furniture); articles of straw and plaiting materials (20),150122928798.38116
EU27+UK,Commodity,"Wood material for treatment, Re-processing of secondary wood material into new wood material",0.0
EU27+UK,Commodity,Pulp,60118230466.01577
EU27+UK,Commodity,"Secondary paper for treatment, Re-processing of secondary paper into new pulp",0.0
EU27+UK,Commodity,Paper and paper products,123011827837.47803
EU27+UK,Commodity,Printed matter and recorded media (22),276339923724.80865
EU27+UK,Commodity,Coke Oven Coke,4224313550.325092
EU27+UK,Commodity,Gas Coke,0.0
EU27+UK,Commodity,Coal Tar,304045789.61222833
EU27+UK,Commodity,Motor Gasoline,143721849171.95966
EU27+UK,Commodity,Aviation Gasoline,100645019.03022483
EU27+UK,Commodity,Gasoline Type Jet Fuel,22183812.935044505
EU27+UK,Commodity,Kerosene Type Jet Fuel,19670374441.826195
EU27+UK,Commodity,Kerosene,8982216362.914454
EU27+UK,Commodity,Gas/Diesel Oil,133542634544.57083
EU27+UK,Commodity,Heavy Fuel Oil,20054108996.551723
EU27+UK,Commodity,Refinery Gas,592912156.1788965
EU27+UK,Commodity,Liquefied Petroleum Gases (LPG),10423020780.21234
EU27+UK,Commodity,Refinery Feedstocks,7190197399.365019
EU27+UK,Commodity,Ethane,64910026.851803
EU27+UK,Commodity,Naphtha,10703059265.216797
EU27+UK,Commodity,White Spirit & SBP,2246229796.594158
EU27+UK,Commodity,Lubricants,5102887693.413531
EU27+UK,Commodity,Bitumen,3356824247.4257607
EU27+UK,Commodity,Paraffin Waxes,578600089.907423
EU27+UK,Commodity,Petroleum Coke,596456726.6465971
EU27+UK,Commodity,Non-specified Petroleum Products,2084684534.2660275
EU27+UK,Commodity,Nuclear fuel,4902000897.769642
EU27+UK,Commodity,"Plastics, basic",335677471258.0641
EU27+UK,Commodity,"Secondary plastic for treatment, Re-processing of secondary plastic into new plastic",0.0
EU27+UK,Commodity,N-fertiliser,927230038.6394805
EU27+UK,Commodity,P- and other fertiliser,6911732894.209494
EU27+UK,Commodity,Chemicals nec,172876047830.016
EU27+UK,Commodity,Charcoal,183533348.97320879
EU27+UK,Commodity,Additives/Blending Components,295333132.636606
EU27+UK,Commodity,Biogasoline,727085599.5977097
EU27+UK,Commodity,Biodiesels,1505474004.1652074
EU27+UK,Commodity,Other Liquid Biofuels,402550044.23632777
EU27+UK,Commodity,Rubber and plastic products (25),300260730337.41345
EU27+UK,Commodity,Glass and glass products,41165612809.77263
EU27+UK,Commodity,"Secondary glass for treatment, Re-processing of secondary glass into new glass",0.0
EU27+UK,Commodity,Ceramic goods,26979591650.225143
EU27+UK,Commodity,"Bricks, tiles and construction products, in baked clay",14027397188.798594
EU27+UK,Commodity,"Cement, lime and plaster",123381967250.44037
EU27+UK,Commodity,"Ash for treatment, Re-processing of ash into clinker",0.0
EU27+UK,Commodity,Other non-metallic mineral products,39564220546.518814
EU27+UK,Commodity,Basic iron and steel and of ferro-alloys and first products thereof,192167088850.70334
EU27+UK,Commodity,"Secondary steel for treatment, Re-processing of secondary steel into new steel",0.0
EU27+UK,Commodity,Precious metals,18379747708.02014
EU27+UK,Commodity,"Secondary preciuos metals for treatment, Re-processing of secondary preciuos metals into new preciuos metals",0.0
EU27+UK,Commodity,Aluminium and aluminium products,61835543114.53325
EU27+UK,Commodity,"Secondary aluminium for treatment, Re-processing of secondary aluminium into new aluminium",0.0
EU27+UK,Commodity,"Lead, zinc and tin and products thereof",11528562245.79039
EU27+UK,Commodity,"Secondary lead for treatment, Re-processing of secondary lead into new lead",0.0
EU27+UK,Commodity,Copper products,59289001234.913826
EU27+UK,Commodity,"Secondary copper for treatment, Re-processing of secondary copper into new copper",0.0
EU27+UK,Commodity,Other non-ferrous metal products,10582264894.417519
EU27+UK,Commodity,"Secondary other non-ferrous metals for treatment, Re-processing of secondary other non-ferrous metals into new other non-ferrous metals",0.0
EU27+UK,Commodity,Foundry work services,47956021811.90806
EU27+UK,Commodity,"Fabricated metal products, except machinery and equipment (28)",526464235567.56146
EU27+UK,Commodity,Machinery and equipment n.e.c. (29),694111775225.0865
EU27+UK,Commodity,Office machinery and computers (30),86184422199.87233
EU27+UK,Commodity,Electrical machinery and apparatus n.e.c. (31),375482057921.2069
EU27+UK,Commodity,"Radio, television and communication equipment and apparatus (32)",199059219926.7988
EU27+UK,Commodity,"Medical, precision and optical instruments, watches and clocks (33)",233268526541.31726
EU27+UK,Commodity,"Motor vehicles, trailers and semi-trailers (34)",773942011956.9579
EU27+UK,Commodity,Other transport equipment (35),235152003614.1615
EU27+UK,Commodity,Furniture; other manufactured goods n.e.c. (36),244922481428.01617
EU27+UK,Commodity,Secondary raw materials,26940908314.77692
EU27+UK,Commodity,"Bottles for treatment, Recycling of bottles by direct reuse",0.0
EU27+UK,Commodity,Electricity by coal,70028460398.5702
EU27+UK,Commodity,Electricity by gas,88108102157.0219
EU27+UK,Commodity,Electricity by nuclear,64099794894.343506
EU27+UK,Commodity,Electricity by hydro,24708367517.190105
EU27+UK,Commodity,Electricity by wind,10359845306.01715
EU27+UK,Commodity,Electricity by petroleum and other oil derivatives,10273723788.380638
EU27+UK,Commodity,Electricity by biomass and waste,9304794580.72941
EU27+UK,Commodity,Electricity by solar photovoltaic,833921180.6019408
EU27+UK,Commodity,Electricity by solar thermal,35423283.848809116
EU27+UK,Commodity,"Electricity by tide, wave, ocean",41548118.156064354
EU27+UK,Commodity,Electricity by Geothermal,700118720.0048724
EU27+UK,Commodity,Electricity nec,3232560118.9229293
EU27+UK,Commodity,Transmission services of electricity,49768524794.70685
EU27+UK,Commodity,Distribution and trade services of electricity,224189458891.77972
EU27+UK,Commodity,Coke oven gas,492415234.5351182
EU27+UK,Commodity,Blast Furnace Gas,1468396697.6488144
EU27+UK,Commodity,Oxygen Steel Furnace Gas,13517165.467514731
EU27+UK,Commodity,Gas Works Gas,26836347.613275692
EU27+UK,Commodity,Biogas,2921511182.350175
EU27+UK,Commodity,Distribution services of gaseous fuels through mains,182662725753.38367
EU27+UK,Commodity,Steam and hot water supply services,32054076995.10211
EU27+UK,Commodity,"Collected and purified water, distribution services of water (41)",75556582452.0705
EU27+UK,Commodity,Construction work (45),1904971852791.459
EU27+UK,Commodity,"Secondary construction material for treatment, Re-processing of secondary construction material into aggregates",0.0
EU27+UK,Commodity,"Sale, maintenance, repair of motor vehicles, motor vehicles parts, motorcycles, motor cycles parts and accessoiries",369768435907.27966
EU27+UK,Commodity,Retail trade services of motor fuel,36249504644.48622
EU27+UK,Commodity,"Wholesale trade and commission trade services, except of motor vehicles and motorcycles (51)",622892034903.4489
EU27+UK,Commodity,"Retail  trade services, except of motor vehicles and motorcycles; repair services of personal and household goods (52)",215616182149.7706
EU27+UK,Commodity,Hotel and restaurant services (55),991927195863.7948
EU27+UK,Commodity,Railway transportation services,188490451054.0954
EU27+UK,Commodity,Other land transportation services,622300640935.6746
EU27+UK,Commodity,Transportation services via pipelines,16206153323.42462
EU27+UK,Commodity,Sea and coastal water transportation services,120048126788.78574
EU27+UK,Commodity,Inland water transportation services,9266353614.660294
EU27+UK,Commodity,Air transport services (62),194305634842.1186
EU27+UK,Commodity,Supporting and auxiliary transport services; travel agency services (63),733162032252.0575
EU27+UK,Commodity,Post and telecommunication services (64),694174274704.6436
EU27+UK,Commodity,"Financial intermediation services, except insurance and pension funding services (65)",740626040802.3593
EU27+UK,Commodity,"Insurance and pension funding services, except compulsory social security services (66)",342138259613.8848
EU27+UK,Commodity,Services auxiliary to financial intermediation (67),235634540802.6008
EU27+UK,Commodity,Real estate services (70),1938576495093.0806
EU27+UK,Commodity,Renting services of machinery and equipment without operator and of personal and household goods (71),330080113736.5289
EU27+UK,Commodity,Computer and related services (72),532850854894.3063
EU27+UK,Commodity,Research and development services (73),192792530741.62698
EU27+UK,Commodity,Other business services (74),2052628370217.621
EU27+UK,Commodity,Public administration and defence services; compulsory social security services (75),1180249495634.331
EU27+UK,Commodity,Education services (80),936797581795.7222
EU27+UK,Commodity,Health and social work services (85),1456524601031.8645
EU27+UK,Commodity,Food waste for treatment: incineration,12473492597.694561
EU27+UK,Commodity,Paper waste for treatment: incineration,14881031122.770817
EU27+UK,Commodity,Plastic waste for treatment: incineration,11875222549.548153
EU27+UK,Commodity,Intert/metal waste for treatment: incineration,22288107610.741913
EU27+UK,Commodity,Textiles waste for treatment: incineration,2844640647.0685177
EU27+UK,Commodity,Wood waste for treatment: incineration,6417955569.441505
EU27+UK,Commodity,Oil/hazardous waste for treatment: incineration,15302705479.67814
EU27+UK,Commodity,Food waste for treatment: biogasification and land application,2967212735.0834684
EU27+UK,Commodity,Paper waste for treatment: biogasification and land application,383461830.9807941
EU27+UK,Commodity,Sewage sludge for treatment: biogasification and land application,15964844996.232473
EU27+UK,Commodity,Food waste for treatment: composting and land application,23778129218.51972
EU27+UK,Commodity,Paper and wood waste for treatment: composting and land application,90547097.02089018
EU27+UK,Commodity,Food waste for treatment: waste water treatment,8185451138.873249
EU27+UK,Commodity,Other waste for treatment: waste water treatment,14560875323.907547
EU27+UK,Commodity,Food waste for treatment: landfill,14817572092.681839
EU27+UK,Commodity,Paper for treatment: landfill,11246670369.020935
EU27+UK,Commodity,Plastic waste for treatment: landfill,3292157981.9024787
EU27+UK,Commodity,Inert/metal/hazardous waste for treatment: landfill,18242187507.232666
EU27+UK,Commodity,Textiles waste for treatment: landfill,1948611227.3306499
EU27+UK,Commodity,Wood waste for treatment: landfill,3538746081.6477165
