Region,,,EU27+UK,EU27+UK,EU27+UK,EU27+UK,EU27+UK,EU27+UK,EU27+UK,USA,USA,USA,USA,USA,USA,USA,RoW,RoW,RoW,RoW,RoW,RoW,RoW,China,China,China,China,China,China,China
Level,,,Consumption category,Consumption category,Consumption category,Consumption category,Consumption category,Consumption category,Consumption category,Consumption category,Consumption category,Consumption category,Consumption category,Consumption category,Consumption category,Consumption category,Consumption category,Consumption category,Consumption category,Consumption category,Consumption category,Consumption category,Consumption category,Consumption category,Consumption category,Consumption category,Consumption category,Consumption category,Consumption category,Consumption category
Item,,,Final consumption expenditure by households,Final consumption expenditure by non-profit organisations serving households (NPISH),Final consumption expenditure by government,Gross fixed capital formation,Changes in inventories,Changes in valuables,Exports: Total (fob),Final consumption expenditure by households,Final consumption expenditure by non-profit organisations serving households (NPISH),Final consumption expenditure by government,Gross fixed capital formation,Changes in inventories,Changes in valuables,Exports: Total (fob),Final consumption expenditure by households,Final consumption expenditure by non-profit organisations serving households (NPISH),Final consumption expenditure by government,Gross fixed capital formation,Changes in inventories,Changes in valuables,Exports: Total (fob),Final consumption expenditure by households,Final consumption expenditure by non-profit organisations serving households (NPISH),Final consumption expenditure by government,Gross fixed capital formation,Changes in inventories,Changes in valuables,Exports: Total (fob)
Region,Level,Item,,,,,,,,,,,,,,,,,,,,,,,,,,,,
EU27+UK,Commodity,Paddy rice,799425903.8559631,4661324.560857725,1443765.271235484,20582.66798643425,14211828.859633697,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,22244.8156322914,9.699358654836796,821.1017585573359,0.6531094079204898,17392.330791819306,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
EU27+UK,Commodity,Wheat,10527219374.643429,28056967.065367956,240039335.3887036,1581.0886815055346,703041457.5189306,0.0,0.0,789106.1408730309,0.0,0.0,0.0,177626.17818618985,0.0,0.0,634138108.0399303,1962.8756638348536,575354.6314734633,190321.57422904286,4218656.972393103,0.0,0.0,0.0,1010.5198721902927,16709798.768260777,0.0,183.7957223982574,0.0,0.0
EU27+UK,Commodity,Cereal grains nec,4485075332.22349,5537626.50394338,67008718.62367873,246099.57894745897,582784657.3470323,0.0,0.0,3.137450665112098,0.0,0.0,0.0,356676.50673658645,0.0,0.0,129042023.5520648,1223.793584750099,290661.1261991604,81280.56416671805,529509.9458500824,0.0,0.0,0.0,95066.73993272045,0.0,0.0,21433.5177655633,0.0,0.0
EU27+UK,Commodity,"Vegetables, fruit, nuts",64820804360.92305,420849488.24429846,701744403.3437989,22708.122305130957,1094600782.96022,0.0,0.0,156661558.04495728,0.0,0.0,0.0,3619.9223194189976,0.0,0.0,3635773094.282344,3352.6299481288634,20340.1517904406,45133329.96468866,16657946.309683919,0.0,0.0,36939881.09380783,9111.785401833777,4245.901075092404,0.0,10747.47690180876,0.0,0.0
EU27+UK,Commodity,Oil seeds,4786507735.210951,8367562.7201793175,64398823.72560748,33019.96921738101,327754645.72668236,0.0,0.0,0.0,0.0,0.0,0.0,71311.93929882131,0.0,0.0,28764562.711700693,821.2566962393109,1735996.5694071352,0.6669019767645439,382144.8407989821,0.0,0.0,0.0,200096.75601768572,288.52874793778926,0.0,288.13172230949914,0.0,0.0
EU27+UK,Commodity,"Sugar cane, sugar beet",0.0,0.0,0.0,0.0,413192758.1137905,0.0,0.0,0.0,0.0,0.0,0.0,1575.3150608531641,0.0,0.0,52.16416437012259,51.13397163007672,100.89194841821796,0.0,9.677845745769502e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
EU27+UK,Commodity,Plant-based fibers,418130948.6849736,55980.28865962538,239093.31291381095,16392.8393469127,3724971.562577898,0.0,0.0,0.0,0.0,0.0,0.0,115230.44541745138,0.0,0.0,744611.7173161522,16.577123436740525,134842.48064253863,149.7170621056329,15496604.341431465,0.0,0.0,0.0,185284.1107871344,13176.526086111451,0.0,10479.453856722279,0.0,0.0
EU27+UK,Commodity,Crops nec,9001086228.075462,21220923.187875632,108964018.21555509,592034692.8227057,552128972.7602232,0.0,0.0,1.8219724202759449,0.0,0.0,0.0,12218989.379250374,0.0,0.0,2007037510.2642233,93138.24317295046,212261.663249245,71260352.03907345,10486148.081537839,0.0,0.0,6184243.8989511635,2763398.8222800503,859514.7334575917,0.0,1184148.3043063704,0.0,0.0
EU27+UK,Commodity,Cattle,0.0,0.0,913366.355398006,4308156780.587486,947298196.9905537,0.0,0.0,171.5081699564976,0.0,0.0,0.0,992.7287025541734,0.0,0.0,75.79960162113638,32.153976873627215,521307.12442682206,0.0,9633.963375451462,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
EU27+UK,Commodity,Pigs,0.0,0.0,296678.34036143014,4233941004.468535,1721749025.6551714,0.0,0.0,0.0,0.0,0.0,0.0,635.8608978632238,0.0,0.0,26832.828912026234,71.38172908533217,122516.39840366476,84087.04815021843,736898.7553402564,0.0,0.0,0.0,9411845.229401331,0.0,0.0,0.0,0.0,0.0
EU27+UK,Commodity,Poultry,22211325736.887268,45014948.03514056,151199775.24090472,655113116.0691972,390497039.3278621,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1474741.815497653,61950.60345987471,10686684.80979655,0.0,4716824.488067425,0.0,0.0,0.0,78318.53400408824,1570908.079055235,0.0,67824.9701364217,0.0,0.0
EU27+UK,Commodity,Meat animals nec,5880576639.307928,19853690.91986285,24687490.8658273,243125980.69036525,129628735.76774253,0.0,0.0,0.0,0.0,0.0,0.0,241367929.1262044,0.0,0.0,51570246.701975025,3724.3535400956307,3772534.6194780823,4632680.801771368,99477790.49229547,0.0,0.0,0.0,0.0,77329498.92151351,0.0,0.0,0.0,0.0
EU27+UK,Commodity,Animal products nec,697060412.4052464,7152362.839141266,6208059.86563593,30382.026140239443,21492822.35660924,0.0,0.0,17905311.472808085,0.0,0.0,0.0,192177.52844717877,0.0,0.0,214363272.39820367,452.189096757434,31485.359385427648,44512303.990348995,904265.5260922345,0.0,0.0,13369959.97041066,2166.6272166662266,338.6875933716152,112888578.98622413,332706.4254316885,0.0,0.0
EU27+UK,Commodity,Raw milk,5936294055.779023,15530250.876511604,137339496.63059863,179530.46893092932,1203927796.608068,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
EU27+UK,Commodity,"Wool, silk-worm cocoons",0.0,0.0,1116120.233699818,139527.0223624796,59154869.324400276,0.0,0.0,0.0,0.0,0.0,0.0,236244.76701235914,0.0,0.0,235330.07301548158,30094.56166584043,2229103.749732729,0.002846044005384453,7521163.573866004,0.0,0.0,0.0,47503684.97243456,0.0,0.0,13.422179839138533,0.0,0.0
EU27+UK,Commodity,Manure (conventional treatment),0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
EU27+UK,Commodity,Manure (biogas treatment),0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
EU27+UK,Commodity,"Products of forestry, logging and related services (02)",6384438608.169998,227182962.12784946,94753026.88835444,1769849588.134806,3931971036.07565,0.0,0.0,0.0,0.0,0.0,0.0,156334.49086585644,0.0,0.0,131160280.63406542,30572.561097494734,106309.00500210957,2219775.1540816417,9518526.967203068,0.0,0.0,66864748.950522855,80286.49696579519,33914.30452593369,0.0,2609357.2891834932,0.0,0.0
EU27+UK,Commodity,Fish and other fishing products; services incidental of fishing (05),10436251407.269566,1095419.8142699578,5531309.093176564,15289518.852376362,66550314.049457714,0.0,0.0,6.432410339774631,0.0,0.0,0.0,251267.39719682446,0.0,0.0,316191897.897657,4658.6108487057,909.3365607903945,3.6787673367673923,5445379.003037426,0.0,0.0,9640217.793493513,58224.06631411807,5375.91138061612,0.0,327301.364188097,0.0,0.0
EU27+UK,Commodity,Anthracite,41516548.03027936,0.0,1591062.5626856084,1697280.7075560503,14317608.946921697,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,99073.66937930138,0.0147720939245898,4764.928788035205,2.39547246420595,46.56683262330115,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
