Region,Level,Item,production
China,Activity,Other non-ferrous metal production,104164588170.28206
China,Activity,Other service activities (93),433176181596.4917
China,Activity,P- and other fertiliser,63267364461.00275
China,Activity,Paper,274420439099.47223
China,Activity,Petroleum Refinery,726286151199.3037
China,Activity,Pigs farming,122380949206.54788
China,Activity,"Plastics, basic",150568568629.1254
China,Activity,Post and telecommunications (64),28375965769.703007
China,Activity,Poultry farming,71643851723.24869
China,Activity,Precious metals production,76890913312.75476
China,Activity,Private households with employed persons (95),64048473477.39671
China,Activity,Processed rice,45646649761.407326
China,Activity,Processing of Food products nec,750623034261.6754
China,Activity,Processing of dairy products,20871367725.548813
China,Activity,Processing of meat cattle,5113323362.301395
China,Activity,Processing of meat pigs,19542501396.869713
China,Activity,Processing of meat poultry,21195057582.048557
China,Activity,Processing of nuclear fuel,116253753.38340522
China,Activity,Processing vegetable oils and fats,50439871682.61934
China,Activity,Production of DFIG generators,0.0
China,Activity,Production of PMG generators,0.0
China,Activity,Production of electricity by Geothermal,10440453.682912683
China,Activity,Production of electricity by biomass and waste,209689067.53378284
China,Activity,Production of electricity by coal,240816907650.0636
China,Activity,Production of electricity by gas,4571551787.858483
China,Activity,Production of electricity by hydro,47594615778.681206
China,Activity,Production of electricity by nuclear,6394574185.297137
China,Activity,Production of electricity by petroleum and other oil derivatives,1363000912.1079803
China,Activity,Production of electricity by solar photovoltaic,9761753.073288009
China,Activity,Production of electricity by solar thermal,17906.50338334076
China,Activity,"Production of electricity by tide, wave, ocean",196981.53686437442
China,Activity,Production of electricity by wind,539330851.5674229
China,Activity,Production of electricity nec,1663784198.8036792
China,Activity,Production of meat products nec,84930474103.5817
China,Activity,Production of mono-Si and poli-Si cells,0.0
China,Activity,Production of offshore wind plants,0.0
China,Activity,Production of onshore wind plants,0.0
China,Activity,Production of photovoltaic modules,0.0
China,Activity,Production of photovoltaic plants,0.0
China,Activity,Public administration and defence; compulsory social security (75),1242669391588.22
China,Activity,"Publishing, printing and reproduction of recorded media (22)",279634095100.34155
China,Activity,Pulp,4463175221.828854
China,Activity,Quarrying of sand and clay,47412059580.14761
China,Activity,Quarrying of stone,17649056473.906456
China,Activity,Raw milk,38154010974.14337
China,Activity,Re-processing of ash into clinker,0.0
China,Activity,Re-processing of secondary aluminium into new aluminium,0.0
China,Activity,Re-processing of secondary construction material into aggregates,0.0
China,Activity,Re-processing of secondary copper into new copper,0.0
China,Activity,Re-processing of secondary glass into new glass,0.0
China,Activity,"Re-processing of secondary lead into new lead, zinc and tin",0.0
China,Activity,Re-processing of secondary other non-ferrous metals into new other non-ferrous metals,0.0
China,Activity,Re-processing of secondary paper into new pulp,214888.04024761877
China,Activity,Re-processing of secondary plastic into new plastic,0.0
China,Activity,Re-processing of secondary preciuos metals into new preciuos metals,0.0
China,Activity,Re-processing of secondary steel into new steel,0.0
China,Activity,Re-processing of secondary wood material into new wood material,0.0
China,Activity,Real estate activities (70),1025199881690.041
China,Activity,"Recreational, cultural and sporting activities (92)",242941351298.77734
China,Activity,Recycling of bottles by direct reuse,0.0
China,Activity,Recycling of waste and scrap,75925371736.16605
China,Activity,Renting of machinery and equipment without operator and of personal and household goods (71),108096067672.24744
China,Activity,Research and development (73),123961352468.4223
China,Activity,Retail sale of automotive fuel,8370614124.3466425
China,Activity,"Retail trade, except of motor vehicles and motorcycles; repair of personal and household goods (52)",414431441040.91876
China,Activity,"Sale, maintenance, repair of motor vehicles, motor vehicles parts, motorcycles, motor cycles parts and accessoiries",155643838285.56363
China,Activity,Sea and coastal water transport,98135689677.79074
China,Activity,Steam and hot water supply,6237800743.180803
China,Activity,Sugar refining,8727351287.63961
China,Activity,Supporting and auxiliary transport activities; activities of travel agencies (63),507192459117.29584
China,Activity,"Tanning and dressing of leather; manufacture of luggage, handbags, saddlery, harness and footwear (19)",225738191549.00253
China,Activity,Transmission of electricity,51805405251.38342
China,Activity,Transport via pipelines,9625156391.488523
China,Activity,Transport via railways,82024736726.19012
China,Activity,"Waste water treatment, food",23854608512.00553
China,Activity,"Waste water treatment, other",44489210493.510605
China,Activity,"Wholesale trade and commission trade, except of motor vehicles and motorcycles (51)",546169158285.297
China,Activity,"Wool, silk-worm cocoons",7725298752.890203
EU27+UK,Activity,Activities auxiliary to financial intermediation (67),272974450706.98785
EU27+UK,Activity,Activities of membership organisation n.e.c. (91),259593409292.36563
EU27+UK,Activity,Air transport (62),257808170256.1012
EU27+UK,Activity,Aluminium production,40059588462.34343
EU27+UK,Activity,Animal products nec,1280645558.5904412
EU27+UK,Activity,"Biogasification of food waste, incl. land application",3362050424.6403294
EU27+UK,Activity,"Biogasification of paper, incl. land application",441151971.9008181
EU27+UK,Activity,"Biogasification of sewage slugde, incl. land application",17989683325.002857
EU27+UK,Activity,Casting of metals,55115092784.85963
EU27+UK,Activity,Cattle farming,33257531821.006817
EU27+UK,Activity,Chemicals nec,225974211026.0106
EU27+UK,Activity,"Collection, purification and distribution of water (41)",94108229044.8776
EU27+UK,Activity,"Composting of food waste, incl. land application",25532149987.30376
EU27+UK,Activity,"Composting of paper and wood, incl. land application",91540683.3348558
EU27+UK,Activity,Computer and related activities (72),555835483707.0024
EU27+UK,Activity,Construction (45),2328222752607.1934
EU27+UK,Activity,Copper production,62634960579.49784
EU27+UK,Activity,Cultivation of cereal grains nec,39050737821.36984
EU27+UK,Activity,Cultivation of crops nec,39545323100.199005
EU27+UK,Activity,Cultivation of oil seeds,26896997888.667664
EU27+UK,Activity,Cultivation of paddy rice,1812632016.8490098
EU27+UK,Activity,Cultivation of plant-based fibers,1024072538.0021778
EU27+UK,Activity,"Cultivation of sugar cane, sugar beet",4897597199.227844
EU27+UK,Activity,"Cultivation of vegetables, fruit, nuts",129738654087.31763
EU27+UK,Activity,Cultivation of wheat,36299014352.28172
EU27+UK,Activity,Distribution and trade of electricity,257803655449.52075
EU27+UK,Activity,Education (80),1059535562674.2051
EU27+UK,Activity,Extra-territorial organizations and bodies,0.0
EU27+UK,Activity,"Extraction of crude petroleum and services related to crude oil extraction, excluding surveying",76342090749.5844
EU27+UK,Activity,"Extraction of natural gas and services related to natural gas extraction, excluding surveying",28212601324.668648
EU27+UK,Activity,"Extraction, liquefaction, and regasification of other petroleum and gaseous materials",330324778.45999956
EU27+UK,Activity,"Financial intermediation, except insurance and pension funding (65)",935889868380.0967
EU27+UK,Activity,"Fishing, operating of fish hatcheries and fish farms; service activities incidental to fishing (05)",20170311730.467052
EU27+UK,Activity,"Forestry, logging and related service activities (02)",50693438454.02134
EU27+UK,Activity,Health and social work (85),1655204776863.6277
EU27+UK,Activity,Hotels and restaurants (55),1084982907100.0098
EU27+UK,Activity,Incineration of waste: Food,13988405218.42875
EU27+UK,Activity,Incineration of waste: Metals and Inert materials,25225107261.158653
EU27+UK,Activity,Incineration of waste: Oil/Hazardous waste,17503125218.4519
EU27+UK,Activity,Incineration of waste: Paper,16810881472.58879
EU27+UK,Activity,Incineration of waste: Plastic,13514085195.711609
EU27+UK,Activity,Incineration of waste: Textiles,3209368059.9497423
EU27+UK,Activity,Incineration of waste: Wood,7375506654.38331
EU27+UK,Activity,Inland water transport,11905046234.22845
EU27+UK,Activity,"Insurance and pension funding, except compulsory social security (66)",425031465992.0159
EU27+UK,Activity,Landfill of waste: Food,16854581645.074837
EU27+UK,Activity,Landfill of waste: Inert/metal/hazardous,19356769589.86656
EU27+UK,Activity,Landfill of waste: Paper,12196348884.28017
EU27+UK,Activity,Landfill of waste: Plastic,3602587460.0166817
EU27+UK,Activity,Landfill of waste: Textiles,2228598469.2312965
EU27+UK,Activity,Landfill of waste: Wood,3927186563.6534038
EU27+UK,Activity,"Lead, zinc and tin production",12332551394.30605
EU27+UK,Activity,Manufacture of basic iron and steel and of ferro-alloys and first products thereof,141874995085.58295
EU27+UK,Activity,Manufacture of beverages,181617213007.0492
EU27+UK,Activity,"Manufacture of bricks, tiles and construction products, in baked clay",17152098369.334473
EU27+UK,Activity,"Manufacture of cement, lime and plaster",125661039257.06104
EU27+UK,Activity,Manufacture of ceramic goods,33874220160.351654
EU27+UK,Activity,Manufacture of coke oven products,5666658357.294367
EU27+UK,Activity,Manufacture of electrical machinery and apparatus n.e.c. (31),406300841879.9449
EU27+UK,Activity,"Manufacture of fabricated metal products, except machinery and equipment (28)",656919147606.4834
EU27+UK,Activity,Manufacture of fish products,38817878572.72481
EU27+UK,Activity,Manufacture of furniture; manufacturing n.e.c. (36),273539428309.92062
EU27+UK,Activity,Manufacture of gas; distribution of gaseous fuels through mains,196468865138.08255
EU27+UK,Activity,Manufacture of glass and glass products,34797130298.01907
EU27+UK,Activity,Manufacture of machinery and equipment n.e.c. (29),879185346908.9578
EU27+UK,Activity,"Manufacture of medical, precision and optical instruments, watches and clocks (33)",230496857375.50574
EU27+UK,Activity,"Manufacture of motor vehicles, trailers and semi-trailers (34)",949467652367.6636
EU27+UK,Activity,Manufacture of office machinery and computers (30),114907800125.54321
EU27+UK,Activity,Manufacture of other non-metallic mineral products n.e.c.,49465066424.16676
EU27+UK,Activity,Manufacture of other transport equipment (35),278603591242.9586
EU27+UK,Activity,"Manufacture of radio, television and communication equipment and apparatus (32)",243014491286.9967
EU27+UK,Activity,Manufacture of rubber and plastic products (25),366727373768.296
EU27+UK,Activity,Manufacture of textiles (17),152372428409.669
EU27+UK,Activity,Manufacture of tobacco products (16),26919364669.549908
EU27+UK,Activity,Manufacture of wearing apparel; dressing and dyeing of fur (18),125020566763.7992
EU27+UK,Activity,"Manufacture of wood and of products of wood and cork, except furniture; manufacture of articles of straw and plaiting materials (20)",138671537163.5951
EU27+UK,Activity,"Manure treatment (biogas), storage and land application",20491.328392551433
EU27+UK,Activity,"Manure treatment (conventional), storage and land application",20491.328392551433
EU27+UK,Activity,Meat animals nec,13736113578.765558
EU27+UK,Activity,Mining of aluminium ores and concentrates,197982709.44640324
EU27+UK,Activity,"Mining of chemical and fertilizer minerals, production of salt, other mining and quarrying n.e.c.",17268062255.348457
EU27+UK,Activity,Mining of coal and lignite; extraction of peat (10),29997761609.823578
EU27+UK,Activity,Mining of copper ores and concentrates,9041898630.161076
EU27+UK,Activity,Mining of iron ores,513268558.9961401
EU27+UK,Activity,"Mining of lead, zinc and tin ores and concentrates",1385482574.374683
EU27+UK,Activity,Mining of nickel ores and concentrates,84711649.52579597
EU27+UK,Activity,Mining of other non-ferrous metal ores and concentrates,1664465413.8606803
EU27+UK,Activity,Mining of precious metal ores and concentrates,639441148.8797438
EU27+UK,Activity,Mining of uranium and thorium ores (12),636054942.0604925
EU27+UK,Activity,N-fertiliser,1129852472.848669
EU27+UK,Activity,Other business activities (74),2206437312014.6772
EU27+UK,Activity,Other land transport,766353999758.8206
EU27+UK,Activity,Other non-ferrous metal production,13284512544.149837
EU27+UK,Activity,Other service activities (93),205072829697.8054
EU27+UK,Activity,P- and other fertiliser,8679498759.327446
EU27+UK,Activity,Paper,144767860805.164
EU27+UK,Activity,Petroleum Refinery,384436169916.27386
EU27+UK,Activity,Pigs farming,39460419527.5074
EU27+UK,Activity,"Plastics, basic",310958966145.61115
EU27+UK,Activity,Post and telecommunications (64),898951980306.2588
EU27+UK,Activity,Poultry farming,39748018840.605736
EU27+UK,Activity,Precious metals production,19836490197.882877
EU27+UK,Activity,Private households with employed persons (95),80278252900.82654
EU27+UK,Activity,Processed rice,4102219870.309045
EU27+UK,Activity,Processing of Food products nec,475166235622.1144
EU27+UK,Activity,Processing of dairy products,170924771274.8048
EU27+UK,Activity,Processing of meat cattle,51205691065.46022
EU27+UK,Activity,Processing of meat pigs,57710818254.104935
EU27+UK,Activity,Processing of meat poultry,48325080013.50154
EU27+UK,Activity,Processing of nuclear fuel,5227525246.110514
EU27+UK,Activity,Processing vegetable oils and fats,42133033631.4233
EU27+UK,Activity,Production of DFIG generators,0.0
EU27+UK,Activity,Production of PMG generators,0.0
EU27+UK,Activity,Production of electricity by Geothermal,818276396.2207614
EU27+UK,Activity,Production of electricity by biomass and waste,10445662121.078724
EU27+UK,Activity,Production of electricity by coal,86670051977.55817
EU27+UK,Activity,Production of electricity by gas,99792724092.51416
EU27+UK,Activity,Production of electricity by hydro,27524116608.46507
EU27+UK,Activity,Production of electricity by nuclear,72637939621.86978
EU27+UK,Activity,Production of electricity by petroleum and other oil derivatives,12666506683.375315
EU27+UK,Activity,Production of electricity by solar photovoltaic,693583222.966844
EU27+UK,Activity,Production of electricity by solar thermal,1067509.058823328
EU27+UK,Activity,"Production of electricity by tide, wave, ocean",101365971.87745501
EU27+UK,Activity,Production of electricity by wind,11822661756.632593
EU27+UK,Activity,Production of electricity nec,3709807449.5712204
EU27+UK,Activity,Production of meat products nec,116118651833.16084
EU27+UK,Activity,Production of mono-Si and poli-Si cells,0.0
EU27+UK,Activity,Production of offshore wind plants,0.0
EU27+UK,Activity,Production of onshore wind plants,0.0
EU27+UK,Activity,Production of photovoltaic modules,0.0
EU27+UK,Activity,Production of photovoltaic plants,0.0
EU27+UK,Activity,Public administration and defence; compulsory social security (75),1401254142071.3667
EU27+UK,Activity,"Publishing, printing and reproduction of recorded media (22)",316120030932.8949
EU27+UK,Activity,Pulp,22467805289.192665
EU27+UK,Activity,Quarrying of sand and clay,26647427821.59883
EU27+UK,Activity,Quarrying of stone,21584083074.171204
EU27+UK,Activity,Raw milk,79804711974.67236
EU27+UK,Activity,Re-processing of ash into clinker,29763764399.854317
EU27+UK,Activity,Re-processing of secondary aluminium into new aluminium,38592400438.59181
EU27+UK,Activity,Re-processing of secondary construction material into aggregates,2704230202.171831
EU27+UK,Activity,Re-processing of secondary copper into new copper,10650564341.580978
EU27+UK,Activity,Re-processing of secondary glass into new glass,13221842681.937551
EU27+UK,Activity,"Re-processing of secondary lead into new lead, zinc and tin",3816309547.3346114
EU27+UK,Activity,Re-processing of secondary other non-ferrous metals into new other non-ferrous metals,6304076.734432116
EU27+UK,Activity,Re-processing of secondary paper into new pulp,46083192655.94844
EU27+UK,Activity,Re-processing of secondary plastic into new plastic,94860967960.8634
EU27+UK,Activity,Re-processing of secondary preciuos metals into new preciuos metals,204802.66818308164
EU27+UK,Activity,Re-processing of secondary steel into new steel,87957773197.61417
EU27+UK,Activity,Re-processing of secondary wood material into new wood material,47883203734.059006
EU27+UK,Activity,Real estate activities (70),2069876999107.538
EU27+UK,Activity,"Recreational, cultural and sporting activities (92)",577745967214.1566
EU27+UK,Activity,Recycling of bottles by direct reuse,10475650947.316216
EU27+UK,Activity,Recycling of waste and scrap,32670567823.760082
EU27+UK,Activity,Renting of machinery and equipment without operator and of personal and household goods (71),301994251281.4878
EU27+UK,Activity,Research and development (73),181407817519.59528
EU27+UK,Activity,Retail sale of automotive fuel,46902511118.18683
EU27+UK,Activity,"Retail trade, except of motor vehicles and motorcycles; repair of personal and household goods (52)",509927872196.9068
EU27+UK,Activity,"Sale, maintenance, repair of motor vehicles, motor vehicles parts, motorcycles, motor cycles parts and accessoiries",433265633137.06946
EU27+UK,Activity,Sea and coastal water transport,155456033389.88837
EU27+UK,Activity,Steam and hot water supply,24533462001.879486
EU27+UK,Activity,Sugar refining,21342117086.069027
EU27+UK,Activity,Supporting and auxiliary transport activities; activities of travel agencies (63),907044909489.569
EU27+UK,Activity,"Tanning and dressing of leather; manufacture of luggage, handbags, saddlery, harness and footwear (19)",66697806367.14622
EU27+UK,Activity,Transmission of electricity,58241707636.68173
EU27+UK,Activity,Transport via pipelines,23886820127.61055
EU27+UK,Activity,Transport via railways,232157768077.0755
EU27+UK,Activity,"Waste water treatment, food",8437798071.936878
EU27+UK,Activity,"Waste water treatment, other",14993353797.80157
EU27+UK,Activity,"Wholesale trade and commission trade, except of motor vehicles and motorcycles (51)",1036345759581.9307
EU27+UK,Activity,"Wool, silk-worm cocoons",171597874.16624779
RoW,Activity,Activities auxiliary to financial intermediation (67),545392487584.9791
RoW,Activity,Activities of membership organisation n.e.c. (91),248686708315.1516
RoW,Activity,Air transport (62),342351832015.79736
RoW,Activity,Aluminium production,132449119997.35013
RoW,Activity,Animal products nec,76864570888.18492
RoW,Activity,"Biogasification of food waste, incl. land application",4134586636.8975554
RoW,Activity,"Biogasification of paper, incl. land application",792401269.0773933
RoW,Activity,"Biogasification of sewage slugde, incl. land application",3048713953.5618773
RoW,Activity,Casting of metals,92146307925.40231
RoW,Activity,Cattle farming,165354956130.70004
RoW,Activity,Chemicals nec,1556066107485.4321
RoW,Activity,"Collection, purification and distribution of water (41)",144587630270.4131
RoW,Activity,"Composting of food waste, incl. land application",7149911774.367086
RoW,Activity,"Composting of paper and wood, incl. land application",1820703053.5704703
RoW,Activity,Computer and related activities (72),815410236343.2812
RoW,Activity,Construction (45),4685418370736.622
RoW,Activity,Copper production,135392306275.39671
RoW,Activity,Cultivation of cereal grains nec,228357503602.35287
RoW,Activity,Cultivation of crops nec,341113289573.99255
RoW,Activity,Cultivation of oil seeds,116546011676.86292
RoW,Activity,Cultivation of paddy rice,246210621716.34106
RoW,Activity,Cultivation of plant-based fibers,50728697742.68297
RoW,Activity,"Cultivation of sugar cane, sugar beet",65500551164.1323
RoW,Activity,"Cultivation of vegetables, fruit, nuts",625181427389.1388
RoW,Activity,Cultivation of wheat,166808354784.56815
RoW,Activity,Distribution and trade of electricity,277305432764.32227
RoW,Activity,Education (80),1377050980195.1245
RoW,Activity,Extra-territorial organizations and bodies,0.0
RoW,Activity,"Extraction of crude petroleum and services related to crude oil extraction, excluding surveying",1069388530759.5134
RoW,Activity,"Extraction of natural gas and services related to natural gas extraction, excluding surveying",282329269882.2184
RoW,Activity,"Extraction, liquefaction, and regasification of other petroleum and gaseous materials",14942402387.30303
RoW,Activity,"Financial intermediation, except insurance and pension funding (65)",1333938681614.7327
RoW,Activity,"Fishing, operating of fish hatcheries and fish farms; service activities incidental to fishing (05)",214347380770.36346
RoW,Activity,"Forestry, logging and related service activities (02)",169172154011.2204
RoW,Activity,Health and social work (85),2348450532761.546
RoW,Activity,Hotels and restaurants (55),2022725833838.5935
RoW,Activity,Incineration of waste: Food,21212904499.81665
RoW,Activity,Incineration of waste: Metals and Inert materials,5654271960.594738
RoW,Activity,Incineration of waste: Oil/Hazardous waste,6669746873.837516
RoW,Activity,Incineration of waste: Paper,21428209474.028614
RoW,Activity,Incineration of waste: Plastic,6317905607.539331
RoW,Activity,Incineration of waste: Textiles,5291984962.386484
RoW,Activity,Incineration of waste: Wood,6280713433.357414
RoW,Activity,Inland water transport,17208247475.88554
RoW,Activity,"Insurance and pension funding, except compulsory social security (66)",700682489227.514
RoW,Activity,Landfill of waste: Food,96448958849.20941
RoW,Activity,Landfill of waste: Inert/metal/hazardous,38349021097.662254
RoW,Activity,Landfill of waste: Paper,44862379617.96268
RoW,Activity,Landfill of waste: Plastic,33029536339.90776
RoW,Activity,Landfill of waste: Textiles,14688548086.43205
RoW,Activity,Landfill of waste: Wood,17550469226.784187
RoW,Activity,"Lead, zinc and tin production",29748708854.273758
RoW,Activity,Manufacture of basic iron and steel and of ferro-alloys and first products thereof,848487501527.2838
RoW,Activity,Manufacture of beverages,272228522763.3714
RoW,Activity,"Manufacture of bricks, tiles and construction products, in baked clay",10813647645.9234
RoW,Activity,"Manufacture of cement, lime and plaster",127975396140.90059
RoW,Activity,Manufacture of ceramic goods,83508200307.80595
RoW,Activity,Manufacture of coke oven products,29285085244.50771
RoW,Activity,Manufacture of electrical machinery and apparatus n.e.c. (31),732953807960.491
RoW,Activity,"Manufacture of fabricated metal products, except machinery and equipment (28)",859262729531.2551
RoW,Activity,Manufacture of fish products,243515625561.82794
RoW,Activity,Manufacture of furniture; manufacturing n.e.c. (36),408437635639.0706
RoW,Activity,Manufacture of gas; distribution of gaseous fuels through mains,162101698062.11877
RoW,Activity,Manufacture of glass and glass products,111476740561.12883
RoW,Activity,Manufacture of machinery and equipment n.e.c. (29),1246496472514.0444
RoW,Activity,"Manufacture of medical, precision and optical instruments, watches and clocks (33)",380637376281.88336
RoW,Activity,"Manufacture of motor vehicles, trailers and semi-trailers (34)",1536484346818.7678
RoW,Activity,Manufacture of office machinery and computers (30),227714189304.33524
RoW,Activity,Manufacture of other non-metallic mineral products n.e.c.,155370898143.58017
RoW,Activity,Manufacture of other transport equipment (35),337831886846.5295
RoW,Activity,"Manufacture of radio, television and communication equipment and apparatus (32)",998658936789.5382
RoW,Activity,Manufacture of rubber and plastic products (25),617578960314.0908
RoW,Activity,Manufacture of textiles (17),454821931565.7353
RoW,Activity,Manufacture of tobacco products (16),109731576580.76514
RoW,Activity,Manufacture of wearing apparel; dressing and dyeing of fur (18),278076309012.0619
RoW,Activity,"Manufacture of wood and of products of wood and cork, except furniture; manufacture of articles of straw and plaiting materials (20)",221308196354.3839
RoW,Activity,"Manure treatment (biogas), storage and land application",0.0
RoW,Activity,"Manure treatment (conventional), storage and land application",0.0
RoW,Activity,Meat animals nec,26424828441.926342
RoW,Activity,Mining of aluminium ores and concentrates,8704304138.038406
RoW,Activity,"Mining of chemical and fertilizer minerals, production of salt, other mining and quarrying n.e.c.",37772365020.509926
RoW,Activity,Mining of coal and lignite; extraction of peat (10),202756741138.06348
RoW,Activity,Mining of copper ores and concentrates,84728040872.20163
RoW,Activity,Mining of iron ores,106203906928.72757
RoW,Activity,"Mining of lead, zinc and tin ores and concentrates",27068349078.087994
RoW,Activity,Mining of nickel ores and concentrates,16348778521.479845
RoW,Activity,Mining of other non-ferrous metal ores and concentrates,45876488069.46013
RoW,Activity,Mining of precious metal ores and concentrates,76178137409.98503
RoW,Activity,Mining of uranium and thorium ores (12),16214584945.050354
RoW,Activity,N-fertiliser,5153171836.730171
RoW,Activity,Other business activities (74),2076124289268.9067
RoW,Activity,Other land transport,1471604316523.269
RoW,Activity,Other non-ferrous metal production,67287626043.53391
RoW,Activity,Other service activities (93),546406833147.3171
RoW,Activity,P- and other fertiliser,91897359714.40942
RoW,Activity,Paper,321160284113.44556
RoW,Activity,Petroleum Refinery,1177850304888.1086
RoW,Activity,Pigs farming,142411189314.80847
RoW,Activity,"Plastics, basic",141938334806.98715
RoW,Activity,Post and telecommunications (64),1271205283091.7827
RoW,Activity,Poultry farming,178234547359.70532
RoW,Activity,Precious metals production,84139216813.57819
RoW,Activity,Private households with employed persons (95),136479290663.12341
