Region,Level,Item,production
China,Activity,Activities auxiliary to financial intermediation (67),85940760922.47452
China,Activity,Activities of membership organisation n.e.c. (91),108764856917.89056
China,Activity,Air transport (62),68316650428.55011
China,Activity,Aluminium production,148884152360.18677
China,Activity,Animal products nec,29950832420.411858
China,Activity,"Biogasification of food waste, incl. land application",0.0
China,Activity,"Biogasification of paper, incl. land application",0.0
China,Activity,"Biogasification of sewage slugde, incl. land application",0.0
China,Activity,Casting of metals,60970896135.37752
China,Activity,Cattle farming,17965114053.32683
China,Activity,Chemicals nec,721570646266.96
China,Activity,"Collection, purification and distribution of water (41)",20678166393.99561
China,Activity,"Composting of food waste, incl. land application",657183572.3785026
China,Activity,"Composting of paper and wood, incl. land application",159574464.77109867
China,Activity,Computer and related activities (72),231072871869.50247
China,Activity,Construction (45),1764515112038.5442
China,Activity,Copper production,100390065877.74243
China,Activity,Cultivation of cereal grains nec,50786353286.26474
China,Activity,Cultivation of crops nec,64059460580.130394
China,Activity,Cultivation of oil seeds,24864726670.49688
China,Activity,Cultivation of paddy rice,36117573824.21777
China,Activity,Cultivation of plant-based fibers,25208266794.19724
China,Activity,"Cultivation of sugar cane, sugar beet",16509933685.810255
China,Activity,"Cultivation of vegetables, fruit, nuts",247760586946.5031
China,Activity,Cultivation of wheat,21964586263.97595
China,Activity,Distribution and trade of electricity,186562406129.51865
China,Activity,Education (80),332686901628.00116
China,Activity,Extra-territorial organizations and bodies,0.0
China,Activity,"Extraction of crude petroleum and services related to crude oil extraction, excluding surveying",140304908267.72614
China,Activity,"Extraction of natural gas and services related to natural gas extraction, excluding surveying",6096721825.89008
China,Activity,"Extraction, liquefaction, and regasification of other petroleum and gaseous materials",0.0
China,Activity,"Financial intermediation, except insurance and pension funding (65)",331750788436.1604
China,Activity,"Fishing, operating of fish hatcheries and fish farms; service activities incidental to fishing (05)",180361853440.8249
China,Activity,"Forestry, logging and related service activities (02)",46758064176.889114
China,Activity,Health and social work (85),363252241673.6183
China,Activity,Hotels and restaurants (55),491866976511.5318
China,Activity,Incineration of waste: Food,3038626279.560933
China,Activity,Incineration of waste: Metals and Inert materials,413310819.14735234
China,Activity,Incineration of waste: Oil/Hazardous waste,774258139.4388701
China,Activity,Incineration of waste: Paper,2990936373.9162416
China,Activity,Incineration of waste: Plastic,714904611.9330752
China,Activity,Incineration of waste: Textiles,686727029.7980999
China,Activity,Incineration of waste: Wood,832283648.3204069
China,Activity,Inland water transport,3767483595.842097
China,Activity,"Insurance and pension funding, except compulsory social security (66)",180868453367.59784
China,Activity,Landfill of waste: Food,9129241642.722122
China,Activity,Landfill of waste: Inert/metal/hazardous,3184494960.4628677
China,Activity,Landfill of waste: Paper,3811029202.3939805
China,Activity,Landfill of waste: Plastic,3163686912.3812437
China,Activity,Landfill of waste: Textiles,1342732345.4006493
China,Activity,Landfill of waste: Wood,1643223108.5249844
China,Activity,"Lead, zinc and tin production",39745044484.17553
China,Activity,Manufacture of basic iron and steel and of ferro-alloys and first products thereof,855970658620.6498
China,Activity,Manufacture of beverages,43063215354.46045
China,Activity,"Manufacture of bricks, tiles and construction products, in baked clay",6333412718.647258
China,Activity,"Manufacture of cement, lime and plaster",79458073240.91248
China,Activity,Manufacture of ceramic goods,192390150532.6691
China,Activity,Manufacture of coke oven products,56616714990.34679
China,Activity,Manufacture of electrical machinery and apparatus n.e.c. (31),632748736557.1382
China,Activity,"Manufacture of fabricated metal products, except machinery and equipment (28)",410252951533.4467
China,Activity,Manufacture of fish products,284429884196.95105
China,Activity,Manufacture of furniture; manufacturing n.e.c. (36),386680993373.2644
China,Activity,Manufacture of gas; distribution of gaseous fuels through mains,22658368892.07306
China,Activity,Manufacture of glass and glass products,190258156870.70822
China,Activity,Manufacture of machinery and equipment n.e.c. (29),903823185904.8484
China,Activity,"Manufacture of medical, precision and optical instruments, watches and clocks (33)",106764011302.7661
China,Activity,"Manufacture of motor vehicles, trailers and semi-trailers (34)",406007602270.2072
China,Activity,Manufacture of office machinery and computers (30),409213185154.75714
China,Activity,Manufacture of other non-metallic mineral products n.e.c.,126717788707.71155
