Region,Level,Item,production
EU27+UK,Commodity,Paddy rice,1509808700.489534
EU27+UK,Commodity,Wheat,33045151826.354393
EU27+UK,Commodity,Cereal grains nec,33268606930.868412
EU27+UK,Commodity,"Vegetables, fruit, nuts",103182044495.50612
EU27+UK,Commodity,Oil seeds,25217938371.76122
EU27+UK,Commodity,"Sugar cane, sugar beet",4199669149.405087
EU27+UK,Commodity,Plant-based fibers,1110335058.547191
EU27+UK,Commodity,Crops nec,33837635715.761215
EU27+UK,Commodity,Cattle,27467702312.396072
EU27+UK,Commodity,Pigs,34495492480.541626
EU27+UK,Commodity,Poultry,36240802753.1846
EU27+UK,Commodity,Meat animals nec,15394002207.802826
EU27+UK,Commodity,Animal products nec,1760255897.1357822
EU27+UK,Commodity,Raw milk,67412472239.59734
EU27+UK,Commodity,"Wool, silk-worm cocoons",134628184.42790082
EU27+UK,Commodity,Manure (conventional treatment),0.0
EU27+UK,Commodity,Manure (biogas treatment),0.0
EU27+UK,Commodity,"Products of forestry, logging and related services (02)",41563953122.354996
EU27+UK,Commodity,Fish and other fishing products; services incidental of fishing (05),17498375154.866043
EU27+UK,Commodity,Anthracite,1782591134.4737484
EU27+UK,Commodity,Coking Coal,2304991483.2812567
EU27+UK,Commodity,Other Bituminous Coal,13557924729.355038
EU27+UK,Commodity,Sub-Bituminous Coal,110684041.59399144
EU27+UK,Commodity,Patent Fuel,35248952.71632942
EU27+UK,Commodity,Lignite/Brown Coal,5231202165.847914
EU27+UK,Commodity,BKB/Peat Briquettes,1227178092.6414433
EU27+UK,Commodity,Peat,748708537.6406968
EU27+UK,Commodity,"Crude petroleum and services related to crude oil extraction, excluding surveying",65269595942.23517
EU27+UK,Commodity,"Natural gas and services related to natural gas extraction, excluding surveying",21319682601.038998
EU27+UK,Commodity,Natural Gas Liquids,1427901514.541129
EU27+UK,Commodity,Other Hydrocarbons,688427344.3365052
EU27+UK,Commodity,Uranium and thorium ores (12),618437519.532341
EU27+UK,Commodity,Iron ores,570905165.1255689
EU27+UK,Commodity,Copper ores and concentrates,6747980184.628281
EU27+UK,Commodity,Nickel ores and concentrates,176887648.33225226
EU27+UK,Commodity,Aluminium ores and concentrates,190725830.8040368
EU27+UK,Commodity,Precious metal ores and concentrates,507805433.5251374
EU27+UK,Commodity,"Lead, zinc and tin ores and concentrates",958256546.3710732
EU27+UK,Commodity,Other non-ferrous metal ores and concentrates,1422290809.6249113
EU27+UK,Commodity,Stone,19440978267.419872
EU27+UK,Commodity,Sand and clay,26529111431.809498
EU27+UK,Commodity,"Chemical and fertilizer minerals, salt and other mining and quarrying products n.e.c.",15484898296.284199
EU27+UK,Commodity,Products of meat cattle,38252034117.43927
EU27+UK,Commodity,Products of meat pigs,41205827469.04019
EU27+UK,Commodity,Products of meat poultry,60631983833.54232
EU27+UK,Commodity,Meat products nec,112475764748.9065
EU27+UK,Commodity,products of Vegetable oils and fats,33414572231.780598
EU27+UK,Commodity,Dairy products,159900024374.76904
EU27+UK,Commodity,Processed rice,2784228612.019906
EU27+UK,Commodity,Sugar,15264170633.797062
EU27+UK,Commodity,Food products nec,443497891571.7137
EU27+UK,Commodity,Beverages,147862573279.76587
EU27+UK,Commodity,Fish products,37906009610.43998
EU27+UK,Commodity,Tobacco products (16),24006400280.086773
EU27+UK,Commodity,Textiles (17),130409478657.16302
EU27+UK,Commodity,Wearing apparel; furs (18),119972325803.8957
EU27+UK,Commodity,Leather and leather products (19),58533222380.2271
EU27+UK,Commodity,Wood and products of wood and cork (except furniture); articles of straw and plaiting materials (20),159043353322.95532
EU27+UK,Commodity,"Wood material for treatment, Re-processing of secondary wood material into new wood material",0.0
EU27+UK,Commodity,Pulp,63173065952.65352
EU27+UK,Commodity,"Secondary paper for treatment, Re-processing of secondary paper into new pulp",0.0
EU27+UK,Commodity,Paper and paper products,130686683495.83951
EU27+UK,Commodity,Printed matter and recorded media (22),300202711675.30585
EU27+UK,Commodity,Coke Oven Coke,4212975304.00624
EU27+UK,Commodity,Gas Coke,0.0
EU27+UK,Commodity,Coal Tar,301332714.4561546
EU27+UK,Commodity,Motor Gasoline,133072399888.69016
EU27+UK,Commodity,Aviation Gasoline,97415153.04132313
EU27+UK,Commodity,Gasoline Type Jet Fuel,23512951.040481195
EU27+UK,Commodity,Kerosene Type Jet Fuel,19286365436.183422
EU27+UK,Commodity,Kerosene,8778813464.027477
EU27+UK,Commodity,Gas/Diesel Oil,127771664799.63673
EU27+UK,Commodity,Heavy Fuel Oil,19584380991.356087
EU27+UK,Commodity,Refinery Gas,638084601.4669805
EU27+UK,Commodity,Liquefied Petroleum Gases (LPG),9661571715.287315
EU27+UK,Commodity,Refinery Feedstocks,7592082057.22085
EU27+UK,Commodity,Ethane,58550237.70789912
EU27+UK,Commodity,Naphtha,9921127110.142517
EU27+UK,Commodity,White Spirit & SBP,2180737396.812126
EU27+UK,Commodity,Lubricants,5018040486.411944
EU27+UK,Commodity,Bitumen,3259510084.7495046
EU27+UK,Commodity,Paraffin Waxes,598268073.5995696
EU27+UK,Commodity,Petroleum Coke,549062549.0525532
EU27+UK,Commodity,Non-specified Petroleum Products,2173575995.983116
EU27+UK,Commodity,Nuclear fuel,5212452883.899904
EU27+UK,Commodity,"Plastics, basic",356705815647.1173
EU27+UK,Commodity,"Secondary plastic for treatment, Re-processing of secondary plastic into new plastic",0.0
EU27+UK,Commodity,N-fertiliser,1018101393.8388662
EU27+UK,Commodity,P- and other fertiliser,7093797634.9943495
EU27+UK,Commodity,Chemicals nec,213745276531.48514
EU27+UK,Commodity,Charcoal,156123432.79802874
EU27+UK,Commodity,Additives/Blending Components,315173180.8245748
EU27+UK,Commodity,Biogasoline,818806038.4502373
EU27+UK,Commodity,Biodiesels,1755126305.6984394
EU27+UK,Commodity,Other Liquid Biofuels,437420159.03850925
