Region,,,EU27+UK,EU27+UK,EU27+UK,EU27+UK,EU27+UK,EU27+UK,EU27+UK,USA,USA,USA,USA,USA,USA,USA,RoW,RoW,RoW,RoW,RoW,RoW,RoW,China,China,China,China,China,China,China
Level,,,Consumption category,Consumption category,Consumption category,Consumption category,Consumption category,Consumption category,Consumption category,Consumption category,Consumption category,Consumption category,Consumption category,Consumption category,Consumption category,Consumption category,Consumption category,Consumption category,Consumption category,Consumption category,Consumption category,Consumption category,Consumption category,Consumption category,Consumption category,Consumption category,Consumption category,Consumption category,Consumption category,Consumption category
Item,,,Final consumption expenditure by households,Final consumption expenditure by non-profit organisations serving households (NPISH),Final consumption expenditure by government,Gross fixed capital formation,Changes in inventories,Changes in valuables,Exports: Total (fob),Final consumption expenditure by households,Final consumption expenditure by non-profit organisations serving households (NPISH),Final consumption expenditure by government,Gross fixed capital formation,Changes in inventories,Changes in valuables,Exports: Total (fob),Final consumption expenditure by households,Final consumption expenditure by non-profit organisations serving households (NPISH),Final consumption expenditure by government,Gross fixed capital formation,Changes in inventories,Changes in valuables,Exports: Total (fob),Final consumption expenditure by households,Final consumption expenditure by non-profit organisations serving households (NPISH),Final consumption expenditure by government,Gross fixed capital formation,Changes in inventories,Changes in valuables,Exports: Total (fob)
Region,Level,Item,,,,,,,,,,,,,,,,,,,,,,,,,,,,
EU27+UK,Commodity,Paddy rice,826741741.9711288,4402958.883156757,1331111.4499258928,21561.861899717143,16290956.21110407,0.0,0.0,504.6987230851715,0.0,0.0,0.0,353.11549683266713,0.0,0.0,228336.07887332106,12.178155098150881,656.8426222356521,21.587394626055836,26178.379995712694,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
EU27+UK,Commodity,Wheat,11228817387.455498,26543931.873805404,26877062.434609056,236766.2674747748,627766551.4121389,0.0,0.0,18546.4895536222,0.0,0.0,0.0,4427.840985359305,0.0,0.0,715757530.1102837,3837.832637708382,85476.49060566271,866257.773121367,9546334.135064483,0.0,0.0,0.0,24.729395669221002,420036.9122565271,0.0,4.279354465177732,0.0,0.0
EU27+UK,Commodity,Cereal grains nec,4269346828.903754,5456886.705110272,69554386.7110576,260563.297196968,573038884.9448686,0.0,0.0,4168870.2738194135,0.0,0.0,0.0,440698.6146169366,0.0,0.0,145233263.21522528,10043.307362916443,161759.78116759198,229649.09226107385,4921887.902815849,0.0,0.0,0.0,243553.2478262438,44653695.84226477,0.0,54398.16076298083,0.0,0.0
EU27+UK,Commodity,"Vegetables, fruit, nuts",68261063959.358894,428467591.762203,47422579.10045972,4295762.996926075,1134648007.621467,0.0,0.0,212931929.32361662,0.0,0.0,0.0,4049.6437159796246,0.0,0.0,2960994402.1237435,3567.2456027734597,10561.252441007171,40601072.95783644,9982255.305745576,0.0,0.0,17092992.484267533,7629.400106069523,3600.136277024711,0.0,1620316.6985665564,0.0,0.0
EU27+UK,Commodity,Oil seeds,4818518388.21003,8340164.601619572,55414345.20692867,34487.896904042136,343663022.76654327,0.0,0.0,0.0,0.0,0.0,0.0,152413.7787204991,0.0,0.0,11454890.144481447,1531.7415655022849,3450668.7251381897,63.707400292614764,336068.4561329336,0.0,0.0,0.0,187997.4299917098,362.4967389336315,0.0,0.0,0.0,0.0
EU27+UK,Commodity,"Sugar cane, sugar beet",0.0,0.0,1706767.5230120367,0.0,362899105.9526069,0.0,0.0,0.0,0.0,0.0,0.0,4598.506083419247,0.0,0.0,93.0216984700379,83.59350219379702,80.30997012369073,0.0,23.152513866883627,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
EU27+UK,Commodity,Plant-based fibers,492127179.24730074,58660.936911384735,332367.20554484514,17173.111979223675,4290118.218556985,0.0,0.0,0.0,0.0,0.0,0.0,311506.59072044055,0.0,0.0,672235.6734583952,1226.4675598186182,3329457.439484834,636349.3108253141,646730.7196302849,0.0,0.0,0.0,109115.39591974604,7861.094668342116,0.0,5382.248944434726,0.0,0.0
EU27+UK,Commodity,Crops nec,8673175731.034529,21119700.77818661,87424915.879241,642134500.2735739,390020284.11765546,0.0,0.0,14317545.03921554,0.0,0.0,0.0,8411788.771887038,0.0,0.0,1576175961.2843528,91349.31471077309,205308.56021096755,102242477.20965908,14517044.088995095,0.0,0.0,3537806.7125773886,3686816.983346542,1839818.0777418064,0.0,1776838.862987843,0.0,0.0
EU27+UK,Commodity,Cattle,0.0,0.0,1355772.1445248632,4300590648.131089,815462460.6761652,0.0,0.0,7.399037454162014,0.0,0.0,0.0,37.73409175248312,0.0,0.0,8161.303898683829,85.26469960528705,2936262.0586854974,0.0,1296.0721264433919,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
EU27+UK,Commodity,Pigs,0.0,0.0,27720114.277544197,4465027515.504474,1349911515.5234773,0.0,0.0,0.0,0.0,0.0,0.0,50.85400592425145,0.0,0.0,16054.919818999437,83.15111092127285,62.27211998384758,118887.30751678378,326246.7332203907,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
EU27+UK,Commodity,Poultry,21192492512.363743,44682551.00044512,241063279.66884977,836037746.7041805,410948056.3159448,0.0,0.0,212585.42324790376,0.0,0.0,0.0,1731.9707481555579,0.0,0.0,1515693.7980308174,1019.2370247340612,50435775.68636192,0.0,4506577.970476581,0.0,0.0,0.0,0.0,35866797.327824205,0.0,0.0,0.0,0.0
EU27+UK,Commodity,Meat animals nec,6869973761.622078,19541450.24064786,27776655.104881503,351383345.9867977,137368957.38204685,0.0,0.0,0.0,0.0,0.0,0.0,1023344.2162422065,0.0,0.0,85292839.06038143,24708702.916369315,10073464.318955168,4933577.260467453,72368347.3405903,0.0,0.0,0.0,195.84542402456253,61653992.954338945,0.0,6.788480789955389,0.0,0.0
EU27+UK,Commodity,Animal products nec,799139510.9531114,7287979.172917987,6806583.350055947,30574.013108007468,24452934.65531983,0.0,0.0,41446574.153547674,0.0,0.0,0.0,446767.37872429035,0.0,0.0,198690679.67600656,1167.9387653232611,5100170.552719718,43604634.13041622,953267.0945255588,0.0,0.0,2937415.742629835,1465.2105586210098,231.19686371064486,64627863.81819346,210074.7504858425,0.0,0.0
EU27+UK,Commodity,Raw milk,5137848899.859995,15657045.844801215,87389445.58450124,1278.0303009325917,680981070.7498927,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
EU27+UK,Commodity,"Wool, silk-worm cocoons",0.0,0.0,1220963.5567142982,146588.8664728639,29751667.900213346,0.0,0.0,0.0,0.0,0.0,0.0,3903.0427535654453,0.0,0.0,476545.5087238165,18753.21497542158,48445.02220543825,36266.943651623755,31494.284287606824,0.0,0.0,0.0,45049383.319416314,0.0,0.0,12.764781369993337,0.0,0.0
EU27+UK,Commodity,Manure (conventional treatment),0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
EU27+UK,Commodity,Manure (biogas treatment),0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
EU27+UK,Commodity,"Products of forestry, logging and related services (02)",6566831605.41006,233274908.25426853,236699179.45822245,1854644146.048044,4000394129.833147,0.0,0.0,0.0,0.0,0.0,0.0,192525.4699282365,0.0,0.0,97811265.45701504,26028.546402460874,63145.63396976754,1963136.4138249813,7566400.52939788,0.0,0.0,24139310.005424675,124435.97751617485,53226.014298561866,0.0,2202569.7825065167,0.0,0.0
EU27+UK,Commodity,Fish and other fishing products; services incidental of fishing (05),10570225209.170258,817483.742101373,5858706.572830938,8391004.361313844,87755985.90558213,0.0,0.0,101221330.68050501,0.0,0.0,0.0,202638.93286995465,0.0,0.0,267001985.21789792,5393.995350995935,6631.206406488132,14.022120780860686,8655934.378721364,0.0,0.0,4711610.970179193,78750.69115010682,7357.817362539865,0.0,0.0,0.0,0.0
EU27+UK,Commodity,Anthracite,50859814.404307984,0.0,400687.5124644835,1634295.2945412144,16250536.511380695,0.0,0.0,41.623787938872034,0.0,0.0,0.0,43.43205030885623,0.0,0.0,308466.91887672927,0.23986724681930421,14009.375096256823,6.363984712991594,5703.778476531216,0.0,0.0,0.0,0.0,0.0,0.0,38.135788664096125,0.0,0.0
