Region,Level,Item,production
EU27+UK,Commodity,Paddy rice,1555505860.3997567
EU27+UK,Commodity,Wheat,30733840433.024384
EU27+UK,Commodity,Cereal grains nec,31369662078.23256
EU27+UK,Commodity,"Vegetables, fruit, nuts",98546266122.33353
EU27+UK,Commodity,Oil seeds,24139867329.795753
EU27+UK,Commodity,"Sugar cane, sugar beet",4436859652.016871
EU27+UK,Commodity,Plant-based fibers,974646591.7649525
EU27+UK,Commodity,Crops nec,33337174082.32482
EU27+UK,Commodity,Cattle,25413725543.46842
EU27+UK,Commodity,Pigs,34614489995.76166
EU27+UK,Commodity,Poultry,35319927207.48962
EU27+UK,Commodity,Meat animals nec,14493903854.123035
EU27+UK,Commodity,Animal products nec,1552984522.716548
EU27+UK,Commodity,Raw milk,66382212768.94533
EU27+UK,Commodity,"Wool, silk-worm cocoons",154261561.81574684
EU27+UK,Commodity,Manure (conventional treatment),0.0
EU27+UK,Commodity,Manure (biogas treatment),0.0
EU27+UK,Commodity,"Products of forestry, logging and related services (02)",39612896023.046364
EU27+UK,Commodity,Fish and other fishing products; services incidental of fishing (05),16128290082.62376
EU27+UK,Commodity,Anthracite,1920930862.9499516
EU27+UK,Commodity,Coking Coal,1715420202.253262
EU27+UK,Commodity,Other Bituminous Coal,13693926238.588497
EU27+UK,Commodity,Sub-Bituminous Coal,118962164.05951712
EU27+UK,Commodity,Patent Fuel,61364552.53722148
EU27+UK,Commodity,Lignite/Brown Coal,5698578233.249739
EU27+UK,Commodity,BKB/Peat Briquettes,1413349242.9011757
EU27+UK,Commodity,Peat,820086692.6244416
EU27+UK,Commodity,"Crude petroleum and services related to crude oil extraction, excluding surveying",52635306959.38047
EU27+UK,Commodity,"Natural gas and services related to natural gas extraction, excluding surveying",19877973889.40046
EU27+UK,Commodity,Natural Gas Liquids,2524597333.5137753
EU27+UK,Commodity,Other Hydrocarbons,550641471.4442663
EU27+UK,Commodity,Uranium and thorium ores (12),491730326.08994746
EU27+UK,Commodity,Iron ores,595417804.9082218
EU27+UK,Commodity,Copper ores and concentrates,6202804478.859689
EU27+UK,Commodity,Nickel ores and concentrates,142411719.8754973
EU27+UK,Commodity,Aluminium ores and concentrates,228981918.08190143
EU27+UK,Commodity,Precious metal ores and concentrates,382391655.0673357
EU27+UK,Commodity,"Lead, zinc and tin ores and concentrates",1505007877.235983
EU27+UK,Commodity,Other non-ferrous metal ores and concentrates,1386842903.8082843
EU27+UK,Commodity,Stone,20778532854.607506
EU27+UK,Commodity,Sand and clay,26486868660.04176
EU27+UK,Commodity,"Chemical and fertilizer minerals, salt and other mining and quarrying products n.e.c.",13424794928.521816
EU27+UK,Commodity,Products of meat cattle,32516635503.02381
EU27+UK,Commodity,Products of meat pigs,38679485170.6888
EU27+UK,Commodity,Products of meat poultry,56105626378.199585
EU27+UK,Commodity,Meat products nec,103083164160.16805
EU27+UK,Commodity,products of Vegetable oils and fats,30013596246.058285
EU27+UK,Commodity,Dairy products,141539479236.58798
EU27+UK,Commodity,Processed rice,2562276526.806483
EU27+UK,Commodity,Sugar,13568536151.720085
EU27+UK,Commodity,Food products nec,440886280993.926
EU27+UK,Commodity,Beverages,122519294689.40704
EU27+UK,Commodity,Fish products,29989747359.88624
EU27+UK,Commodity,Tobacco products (16),22653061722.265892
EU27+UK,Commodity,Textiles (17),122669127597.98773
EU27+UK,Commodity,Wearing apparel; furs (18),116059644717.13673
EU27+UK,Commodity,Leather and leather products (19),61756468551.29534
EU27+UK,Commodity,Wood and products of wood and cork (except furniture); articles of straw and plaiting materials (20),146516776920.2558
EU27+UK,Commodity,"Wood material for treatment, Re-processing of secondary wood material into new wood material",0.0
EU27+UK,Commodity,Pulp,58916469047.87509
EU27+UK,Commodity,"Secondary paper for treatment, Re-processing of secondary paper into new pulp",0.0
EU27+UK,Commodity,Paper and paper products,120452579042.0174
EU27+UK,Commodity,Printed matter and recorded media (22),268146808165.2548
EU27+UK,Commodity,Coke Oven Coke,4473757577.230651
EU27+UK,Commodity,Gas Coke,0.0
EU27+UK,Commodity,Coal Tar,236237451.19457945
EU27+UK,Commodity,Motor Gasoline,153451560522.40622
EU27+UK,Commodity,Aviation Gasoline,91072099.9331141
EU27+UK,Commodity,Gasoline Type Jet Fuel,19656197.041709095
EU27+UK,Commodity,Kerosene Type Jet Fuel,20100831558.17639
EU27+UK,Commodity,Kerosene,7632737893.584095
EU27+UK,Commodity,Gas/Diesel Oil,138829439818.77353
EU27+UK,Commodity,Heavy Fuel Oil,19597320428.82423
EU27+UK,Commodity,Refinery Gas,674350286.4178419
EU27+UK,Commodity,Liquefied Petroleum Gases (LPG),11171530805.021946
EU27+UK,Commodity,Refinery Feedstocks,7460289957.534434
EU27+UK,Commodity,Ethane,53852525.03672274
EU27+UK,Commodity,Naphtha,10503023339.31021
EU27+UK,Commodity,White Spirit & SBP,2236377346.1162195
EU27+UK,Commodity,Lubricants,6006992278.307987
EU27+UK,Commodity,Bitumen,3348851828.7246904
EU27+UK,Commodity,Paraffin Waxes,572089911.7944933
EU27+UK,Commodity,Petroleum Coke,571229865.2708666
EU27+UK,Commodity,Non-specified Petroleum Products,2212584847.561437
EU27+UK,Commodity,Nuclear fuel,5921853660.960741
EU27+UK,Commodity,"Plastics, basic",317874417123.10706
EU27+UK,Commodity,"Secondary plastic for treatment, Re-processing of secondary plastic into new plastic",0.0
EU27+UK,Commodity,N-fertiliser,889791269.9320536
EU27+UK,Commodity,P- and other fertiliser,7171381620.810037
EU27+UK,Commodity,Chemicals nec,155156158418.93823
EU27+UK,Commodity,Charcoal,210035881.68172774
EU27+UK,Commodity,Additives/Blending Components,265109463.54036108
EU27+UK,Commodity,Biogasoline,789333268.5105433
EU27+UK,Commodity,Biodiesels,1611905586.024757
EU27+UK,Commodity,Other Liquid Biofuels,432430314.15768695
EU27+UK,Commodity,Rubber and plastic products (25),282635505110.53235
EU27+UK,Commodity,Glass and glass products,38096440878.8091
EU27+UK,Commodity,"Secondary glass for treatment, Re-processing of secondary glass into new glass",0.0
EU27+UK,Commodity,Ceramic goods,27114895770.61046
EU27+UK,Commodity,"Bricks, tiles and construction products, in baked clay",14282596823.549732
EU27+UK,Commodity,"Cement, lime and plaster",126516606399.25412
EU27+UK,Commodity,"Ash for treatment, Re-processing of ash into clinker",0.0
EU27+UK,Commodity,Other non-metallic mineral products,39577750134.124466
EU27+UK,Commodity,Basic iron and steel and of ferro-alloys and first products thereof,196813261100.02795
EU27+UK,Commodity,"Secondary steel for treatment, Re-processing of secondary steel into new steel",0.0
EU27+UK,Commodity,Precious metals,18712728367.40747
EU27+UK,Commodity,"Secondary preciuos metals for treatment, Re-processing of secondary preciuos metals into new preciuos metals",0.0
EU27+UK,Commodity,Aluminium and aluminium products,61004020327.05422
EU27+UK,Commodity,"Secondary aluminium for treatment, Re-processing of secondary aluminium into new aluminium",0.0
EU27+UK,Commodity,"Lead, zinc and tin and products thereof",10973047390.156906
EU27+UK,Commodity,"Secondary lead for treatment, Re-processing of secondary lead into new lead",0.0
EU27+UK,Commodity,Copper products,62740994491.25052
EU27+UK,Commodity,"Secondary copper for treatment, Re-processing of secondary copper into new copper",0.0
EU27+UK,Commodity,Other non-ferrous metal products,10802258783.865852
EU27+UK,Commodity,"Secondary other non-ferrous metals for treatment, Re-processing of secondary other non-ferrous metals into new other non-ferrous metals",0.0
EU27+UK,Commodity,Foundry work services,47979113720.76434
EU27+UK,Commodity,"Fabricated metal products, except machinery and equipment (28)",511367619354.2468
EU27+UK,Commodity,Machinery and equipment n.e.c. (29),680124143184.2708
EU27+UK,Commodity,Office machinery and computers (30),77624546015.53883
EU27+UK,Commodity,Electrical machinery and apparatus n.e.c. (31),354093105553.94366
EU27+UK,Commodity,"Radio, television and communication equipment and apparatus (32)",193802572814.48956
EU27+UK,Commodity,"Medical, precision and optical instruments, watches and clocks (33)",213941158081.80716
