Region,Level,Item,production
China,Activity,Activities auxiliary to financial intermediation (67),150298320180.3811
China,Activity,Activities of membership organisation n.e.c. (91),148787941853.3627
China,Activity,Air transport (62),101778585502.28534
China,Activity,Aluminium production,211221848157.08594
China,Activity,Animal products nec,40572926726.2044
China,Activity,"Biogasification of food waste, incl. land application",0.0
China,Activity,"Biogasification of paper, incl. land application",0.0
China,Activity,"Biogasification of sewage slugde, incl. land application",0.0
China,Activity,Casting of metals,85614201110.64029
China,Activity,Cattle farming,25154565254.12138
China,Activity,Chemicals nec,1000094868629.4796
China,Activity,"Collection, purification and distribution of water (41)",14111592825.964767
China,Activity,"Composting of food waste, incl. land application",3120269751.760621
China,Activity,"Composting of paper and wood, incl. land application",572333799.2379407
China,Activity,Computer and related activities (72),481335730159.8443
China,Activity,Construction (45),2512829149882.6494
China,Activity,Copper production,122137098670.67783
China,Activity,Cultivation of cereal grains nec,61181403831.11209
China,Activity,Cultivation of crops nec,87982431317.28894
China,Activity,Cultivation of oil seeds,35628009543.100365
China,Activity,Cultivation of paddy rice,48107717180.94818
China,Activity,Cultivation of plant-based fibers,47597201216.09913
China,Activity,"Cultivation of sugar cane, sugar beet",21507213705.553383
China,Activity,"Cultivation of vegetables, fruit, nuts",273067426705.09015
China,Activity,Cultivation of wheat,27222982341.69043
China,Activity,Distribution and trade of electricity,102163134047.657
China,Activity,Education (80),814993105386.9734
China,Activity,Extra-territorial organizations and bodies,0.0
China,Activity,"Extraction of crude petroleum and services related to crude oil extraction, excluding surveying",117630275709.94
China,Activity,"Extraction of natural gas and services related to natural gas extraction, excluding surveying",5114171084.702339
China,Activity,"Extraction, liquefaction, and regasification of other petroleum and gaseous materials",0.0
China,Activity,"Financial intermediation, except insurance and pension funding (65)",548321023997.19556
China,Activity,"Fishing, operating of fish hatcheries and fish farms; service activities incidental to fishing (05)",250086507057.20975
China,Activity,"Forestry, logging and related service activities (02)",63601481847.314354
China,Activity,Health and social work (85),691021801370.8881
China,Activity,Hotels and restaurants (55),734487711577.9823
China,Activity,Incineration of waste: Food,8521290943.876493
China,Activity,Incineration of waste: Metals and Inert materials,1804790342.550398
China,Activity,Incineration of waste: Oil/Hazardous waste,2637684940.700061
China,Activity,Incineration of waste: Paper,8347528576.12303
China,Activity,Incineration of waste: Plastic,2389057172.4394617
China,Activity,Incineration of waste: Textiles,2047205844.9916925
China,Activity,Incineration of waste: Wood,2402057156.3804364
China,Activity,Inland water transport,5524035988.778091
China,Activity,"Insurance and pension funding, except compulsory social security (66)",280665237176.4862
China,Activity,Landfill of waste: Food,23201387289.71197
China,Activity,Landfill of waste: Inert/metal/hazardous,8834364941.395924
China,Activity,Landfill of waste: Paper,10286517567.423698
China,Activity,Landfill of waste: Plastic,7788799595.215088
China,Activity,Landfill of waste: Textiles,3378132305.714164
