Region,Level,Item,production
China,Activity,Activities auxiliary to financial intermediation (67),143385411792.1026
China,Activity,Activities of membership organisation n.e.c. (91),147345514464.83838
China,Activity,Air transport (62),100441918566.20522
China,Activity,Aluminium production,213518137725.59085
China,Activity,Animal products nec,47399136250.24099
China,Activity,"Biogasification of food waste, incl. land application",0.0
China,Activity,"Biogasification of paper, incl. land application",0.0
China,Activity,"Biogasification of sewage slugde, incl. land application",0.0
China,Activity,Casting of metals,89356243461.5211
China,Activity,Cattle farming,29134447599.032494
China,Activity,Chemicals nec,992019567796.2059
China,Activity,"Collection, purification and distribution of water (41)",17532236378.815918
China,Activity,"Composting of food waste, incl. land application",1128801921.4669638
China,Activity,"Composting of paper and wood, incl. land application",311231919.067526
China,Activity,Computer and related activities (72),465562596251.7962
China,Activity,Construction (45),2363414664703.2407
China,Activity,Copper production,135722829779.31187
China,Activity,Cultivation of cereal grains nec,57835665172.23186
China,Activity,Cultivation of crops nec,89992992024.07486
China,Activity,Cultivation of oil seeds,35722307488.788155
China,Activity,Cultivation of paddy rice,50908109147.968506
China,Activity,Cultivation of plant-based fibers,51840548019.83783
China,Activity,"Cultivation of sugar cane, sugar beet",22377689574.600285
China,Activity,"Cultivation of vegetables, fruit, nuts",273666154826.06927
China,Activity,Cultivation of wheat,31464448822.69974
China,Activity,Distribution and trade of electricity,128944436227.8536
China,Activity,Education (80),798223027390.3462
China,Activity,Extra-territorial organizations and bodies,0.0
China,Activity,"Extraction of crude petroleum and services related to crude oil extraction, excluding surveying",131862394443.65556
China,Activity,"Extraction of natural gas and services related to natural gas extraction, excluding surveying",6385716977.649847
China,Activity,"Extraction, liquefaction, and regasification of other petroleum and gaseous materials",0.0
China,Activity,"Financial intermediation, except insurance and pension funding (65)",507225241261.9999
China,Activity,"Fishing, operating of fish hatcheries and fish farms; service activities incidental to fishing (05)",266898364995.71252
China,Activity,"Forestry, logging and related service activities (02)",67185262071.85829
China,Activity,Health and social work (85),683255474314.9988
China,Activity,Hotels and restaurants (55),790513092331.8534
China,Activity,Incineration of waste: Food,4909163870.324488
China,Activity,Incineration of waste: Metals and Inert materials,799952793.231478
China,Activity,Incineration of waste: Oil/Hazardous waste,1318307442.2390792
China,Activity,Incineration of waste: Paper,4863082349.837
China,Activity,Incineration of waste: Plastic,1153785435.279879
China,Activity,Incineration of waste: Textiles,1182695356.0168493
China,Activity,Incineration of waste: Wood,1343602238.2582128
China,Activity,Inland water transport,6075871296.196445
China,Activity,"Insurance and pension funding, except compulsory social security (66)",270296672087.14307
China,Activity,Landfill of waste: Food,13479596000.77376
China,Activity,Landfill of waste: Inert/metal/hazardous,5180617841.42664
China,Activity,Landfill of waste: Paper,6258803822.591043
China,Activity,Landfill of waste: Plastic,4947167610.06513
China,Activity,Landfill of waste: Textiles,2110064224.751574
China,Activity,Landfill of waste: Wood,2603038693.9497375
China,Activity,"Lead, zinc and tin production",55369978982.25664
China,Activity,Manufacture of basic iron and steel and of ferro-alloys and first products thereof,883068141691.8107
China,Activity,Manufacture of beverages,52552863856.681564
China,Activity,"Manufacture of bricks, tiles and construction products, in baked clay",10152982845.893522
China,Activity,"Manufacture of cement, lime and plaster",109408171432.11769
China,Activity,Manufacture of ceramic goods,293594128193.0919
China,Activity,Manufacture of coke oven products,78377464587.53642
China,Activity,Manufacture of electrical machinery and apparatus n.e.c. (31),933731868128.9908
China,Activity,"Manufacture of fabricated metal products, except machinery and equipment (28)",558013433080.7639
China,Activity,Manufacture of fish products,397048952758.25256
China,Activity,Manufacture of furniture; manufacturing n.e.c. (36),555793133547.8752
China,Activity,Manufacture of gas; distribution of gaseous fuels through mains,17337979007.25731
China,Activity,Manufacture of glass and glass products,281552266101.7108
China,Activity,Manufacture of machinery and equipment n.e.c. (29),1269171171267.5828
China,Activity,"Manufacture of medical, precision and optical instruments, watches and clocks (33)",143809189459.17926
China,Activity,"Manufacture of motor vehicles, trailers and semi-trailers (34)",625510875873.1768
China,Activity,Manufacture of office machinery and computers (30),549296557794.5706
China,Activity,Manufacture of other non-metallic mineral products n.e.c.,188664043353.2158
China,Activity,Manufacture of other transport equipment (35),469157572095.23486
China,Activity,"Manufacture of radio, television and communication equipment and apparatus (32)",630247813810.4658
China,Activity,Manufacture of rubber and plastic products (25),720492912118.7329
China,Activity,Manufacture of textiles (17),778728501703.2749
China,Activity,Manufacture of tobacco products (16),21557711083.956116
China,Activity,Manufacture of wearing apparel; dressing and dyeing of fur (18),418452369508.6823
China,Activity,"Manufacture of wood and of products of wood and cork, except furniture; manufacture of articles of straw and plaiting materials (20)",19494868333.99711
China,Activity,"Manure treatment (biogas), storage and land application",0.0
China,Activity,"Manure treatment (conventional), storage and land application",0.0
China,Activity,Meat animals nec,37473898340.16737
China,Activity,Mining of aluminium ores and concentrates,2769092497.2739
China,Activity,"Mining of chemical and fertilizer minerals, production of salt, other mining and quarrying n.e.c.",5887576466.118537
China,Activity,Mining of coal and lignite; extraction of peat (10),189972844091.07062
China,Activity,Mining of copper ores and concentrates,34659530316.12233
China,Activity,Mining of iron ores,10042889793.292654
China,Activity,"Mining of lead, zinc and tin ores and concentrates",5158906875.031982
China,Activity,Mining of nickel ores and concentrates,4984571897.625168
China,Activity,Mining of other non-ferrous metal ores and concentrates,55904008818.93734
China,Activity,Mining of precious metal ores and concentrates,28267450747.647224
China,Activity,Mining of uranium and thorium ores (12),1040032831.9403869
China,Activity,N-fertiliser,355145935.67711365
China,Activity,Other business activities (74),758483487533.345
China,Activity,Other land transport,191815084294.50027
China,Activity,Other non-ferrous metal production,99111904429.83115
China,Activity,Other service activities (93),302136344876.73303
China,Activity,P- and other fertiliser,54014313756.57628
China,Activity,Paper,226021620321.76285
China,Activity,Petroleum Refinery,549389623491.7096
China,Activity,Pigs farming,110206772981.744
China,Activity,"Plastics, basic",125243895631.32135
China,Activity,Post and telecommunications (64),21897001291.50527
China,Activity,Poultry farming,62824839459.145874
China,Activity,Precious metals production,64227305023.6738
China,Activity,Private households with employed persons (95),50227989663.94156
China,Activity,Processed rice,38298532452.455956
China,Activity,Processing of Food products nec,615624843187.9843
China,Activity,Processing of dairy products,19124472465.575443
China,Activity,Processing of meat cattle,4065226966.909408
China,Activity,Processing of meat pigs,19770234952.51906
China,Activity,Processing of meat poultry,17041573447.611502
China,Activity,Processing of nuclear fuel,92698744.71630062
China,Activity,Processing vegetable oils and fats,40206571157.41773
China,Activity,Production of DFIG generators,0.0
China,Activity,Production of PMG generators,0.0
China,Activity,Production of electricity by Geothermal,10618306.143776204
China,Activity,Production of electricity by biomass and waste,207117683.98591378
China,Activity,Production of electricity by coal,244028951080.534
China,Activity,Production of electricity by gas,4666839517.810333
China,Activity,Production of electricity by hydro,49767026494.16516
China,Activity,Production of electricity by nuclear,6589691906.585102
China,Activity,Production of electricity by petroleum and other oil derivatives,1175566245.9099915
China,Activity,Production of electricity by solar photovoltaic,9928043.888439914
China,Activity,Production of electricity by solar thermal,15331.198823962151
China,Activity,"Production of electricity by tide, wave, ocean",168652.85620864274
China,Activity,Production of electricity by wind,564862576.0236132
China,Activity,Production of electricity nec,1658171417.171524
China,Activity,Production of meat products nec,66842696843.99749
China,Activity,Production of mono-Si and poli-Si cells,0.0
China,Activity,Production of offshore wind plants,0.0
China,Activity,Production of onshore wind plants,0.0
China,Activity,Production of photovoltaic modules,0.0
China,Activity,Production of photovoltaic plants,0.0
China,Activity,Public administration and defence; compulsory social security (75),909941467842.9895
China,Activity,"Publishing, printing and reproduction of recorded media (22)",227006220984.65332
China,Activity,Pulp,3723111480.1853237
China,Activity,Quarrying of sand and clay,47504788338.97009
China,Activity,Quarrying of stone,17124522625.263063
China,Activity,Raw milk,36716936997.77013
China,Activity,Re-processing of ash into clinker,0.0
China,Activity,Re-processing of secondary aluminium into new aluminium,0.0
China,Activity,Re-processing of secondary construction material into aggregates,0.0
China,Activity,Re-processing of secondary copper into new copper,0.0
China,Activity,Re-processing of secondary glass into new glass,0.0
China,Activity,"Re-processing of secondary lead into new lead, zinc and tin",0.0
China,Activity,Re-processing of secondary other non-ferrous metals into new other non-ferrous metals,0.0
China,Activity,Re-processing of secondary paper into new pulp,183984.0550326045
China,Activity,Re-processing of secondary plastic into new plastic,0.0
China,Activity,Re-processing of secondary preciuos metals into new preciuos metals,0.0
China,Activity,Re-processing of secondary steel into new steel,0.0
China,Activity,Re-processing of secondary wood material into new wood material,0.0
China,Activity,Real estate activities (70),722025975310.9214
China,Activity,"Recreational, cultural and sporting activities (92)",175252981970.05124
China,Activity,Recycling of bottles by direct reuse,0.0
China,Activity,Recycling of waste and scrap,50427714896.25421
China,Activity,Renting of machinery and equipment without operator and of personal and household goods (71),72835499751.64098
China,Activity,Research and development (73),92678346924.01111
China,Activity,Retail sale of automotive fuel,7154131927.557245
China,Activity,"Retail trade, except of motor vehicles and motorcycles; repair of personal and household goods (52)",264833087012.0893
China,Activity,"Sale, maintenance, repair of motor vehicles, motor vehicles parts, motorcycles, motor cycles parts and accessoiries",110679483801.00606
China,Activity,Sea and coastal water transport,84822172094.71756
China,Activity,Steam and hot water supply,6486900702.801771
China,Activity,Sugar refining,7016966603.845129
