Region,Level,Item,production
EU27+UK,Commodity,Paddy rice,1814036445.0008664
EU27+UK,Commodity,Wheat,35475308926.03972
EU27+UK,Commodity,Cereal grains nec,37480311997.74002
EU27+UK,Commodity,"Vegetables, fruit, nuts",115971117500.85263
EU27+UK,Commodity,Oil seeds,27544387510.947014
EU27+UK,Commodity,"Sugar cane, sugar beet",4898163006.541737
EU27+UK,Commodity,Plant-based fibers,1035054523.0094082
EU27+UK,Commodity,Crops nec,38531460686.93021
EU27+UK,Commodity,Cattle,30160652623.190964
EU27+UK,Commodity,Pigs,38425196014.46911
EU27+UK,Commodity,Poultry,39674370412.063446
EU27+UK,Commodity,Meat animals nec,16324454750.146713
EU27+UK,Commodity,Animal products nec,1951416975.1805742
EU27+UK,Commodity,Raw milk,77107201210.24472
EU27+UK,Commodity,"Wool, silk-worm cocoons",178003388.64186287
EU27+UK,Commodity,Manure (conventional treatment),0.0
EU27+UK,Commodity,Manure (biogas treatment),0.0
EU27+UK,Commodity,"Products of forestry, logging and related services (02)",48613916102.2032
EU27+UK,Commodity,Fish and other fishing products; services incidental of fishing (05),19424166879.360886
EU27+UK,Commodity,Anthracite,2164748211.062171
EU27+UK,Commodity,Coking Coal,2545779030.1551337
EU27+UK,Commodity,Other Bituminous Coal,14636195859.09533
EU27+UK,Commodity,Sub-Bituminous Coal,159723824.78187686
EU27+UK,Commodity,Patent Fuel,41009375.48190839
EU27+UK,Commodity,Lignite/Brown Coal,5453818893.154075
EU27+UK,Commodity,BKB/Peat Briquettes,1360535985.6945062
EU27+UK,Commodity,Peat,785472018.2212331
EU27+UK,Commodity,"Crude petroleum and services related to crude oil extraction, excluding surveying",74419121372.90886
EU27+UK,Commodity,"Natural gas and services related to natural gas extraction, excluding surveying",19544424712.465828
EU27+UK,Commodity,Natural Gas Liquids,1463048491.4148116
EU27+UK,Commodity,Other Hydrocarbons,747472561.464056
EU27+UK,Commodity,Uranium and thorium ores (12),593638746.9517524
EU27+UK,Commodity,Iron ores,610001667.4090289
EU27+UK,Commodity,Copper ores and concentrates,7841734303.162355
EU27+UK,Commodity,Nickel ores and concentrates,202293385.60999963
EU27+UK,Commodity,Aluminium ores and concentrates,230414336.3920667
EU27+UK,Commodity,Precious metal ores and concentrates,539371068.7625763
EU27+UK,Commodity,"Lead, zinc and tin ores and concentrates",1280472281.401095
EU27+UK,Commodity,Other non-ferrous metal ores and concentrates,1638068056.7118194
EU27+UK,Commodity,Stone,21721924439.033424
EU27+UK,Commodity,Sand and clay,28625436060.49255
EU27+UK,Commodity,"Chemical and fertilizer minerals, salt and other mining and quarrying products n.e.c.",15402510381.766085
EU27+UK,Commodity,Products of meat cattle,43671646544.754005
EU27+UK,Commodity,Products of meat pigs,46606339627.78842
EU27+UK,Commodity,Products of meat poultry,64968122068.228165
EU27+UK,Commodity,Meat products nec,119506221691.50972
EU27+UK,Commodity,products of Vegetable oils and fats,38043186896.77204
EU27+UK,Commodity,Dairy products,185587714673.19855
EU27+UK,Commodity,Processed rice,3066090478.25512
EU27+UK,Commodity,Sugar,17319768701.52706
EU27+UK,Commodity,Food products nec,547439487709.3767
EU27+UK,Commodity,Beverages,165755984733.273
EU27+UK,Commodity,Fish products,46710747034.00888
EU27+UK,Commodity,Tobacco products (16),26072769400.128105
EU27+UK,Commodity,Textiles (17),153598682093.73248
EU27+UK,Commodity,Wearing apparel; furs (18),134841297402.17845
EU27+UK,Commodity,Leather and leather products (19),66337113676.56506
EU27+UK,Commodity,Wood and products of wood and cork (except furniture); articles of straw and plaiting materials (20),181755571011.38742
EU27+UK,Commodity,"Wood material for treatment, Re-processing of secondary wood material into new wood material",0.0
EU27+UK,Commodity,Pulp,69410745132.47539
EU27+UK,Commodity,"Secondary paper for treatment, Re-processing of secondary paper into new pulp",0.0
EU27+UK,Commodity,Paper and paper products,144722928739.2836
EU27+UK,Commodity,Printed matter and recorded media (22),316339488984.0496
EU27+UK,Commodity,Coke Oven Coke,5345317877.236059
EU27+UK,Commodity,Gas Coke,0.0
EU27+UK,Commodity,Coal Tar,462225377.84654003
EU27+UK,Commodity,Motor Gasoline,160568763504.18356
EU27+UK,Commodity,Aviation Gasoline,95063311.18035838
EU27+UK,Commodity,Gasoline Type Jet Fuel,27693348.904047776
EU27+UK,Commodity,Kerosene Type Jet Fuel,21851265067.219948
EU27+UK,Commodity,Kerosene,8745362890.634647
EU27+UK,Commodity,Gas/Diesel Oil,149820966238.6119
EU27+UK,Commodity,Heavy Fuel Oil,24463543658.95651
EU27+UK,Commodity,Refinery Gas,739904148.902956
EU27+UK,Commodity,Liquefied Petroleum Gases (LPG),11515728534.758415
EU27+UK,Commodity,Refinery Feedstocks,8452028583.238345
EU27+UK,Commodity,Ethane,64331688.71267127
EU27+UK,Commodity,Naphtha,11690065108.274872
EU27+UK,Commodity,White Spirit & SBP,2167864511.894043
EU27+UK,Commodity,Lubricants,6248960452.425433
EU27+UK,Commodity,Bitumen,3666226584.540332
EU27+UK,Commodity,Paraffin Waxes,626580584.1438255
EU27+UK,Commodity,Petroleum Coke,570231575.4670303
EU27+UK,Commodity,Non-specified Petroleum Products,2356415236.256328
EU27+UK,Commodity,Nuclear fuel,5074460476.567989
EU27+UK,Commodity,"Plastics, basic",343560633285.3291
EU27+UK,Commodity,"Secondary plastic for treatment, Re-processing of secondary plastic into new plastic",0.0
EU27+UK,Commodity,N-fertiliser,1164907611.560796
EU27+UK,Commodity,P- and other fertiliser,8414037173.688761
EU27+UK,Commodity,Chemicals nec,232990280388.94672
EU27+UK,Commodity,Charcoal,199566603.00979206
EU27+UK,Commodity,Additives/Blending Components,353855874.10149693
EU27+UK,Commodity,Biogasoline,871487250.9879451
EU27+UK,Commodity,Biodiesels,1951029580.056037
EU27+UK,Commodity,Other Liquid Biofuels,540241713.0669513
EU27+UK,Commodity,Rubber and plastic products (25),366410895488.35187
EU27+UK,Commodity,Glass and glass products,48725407138.50264
EU27+UK,Commodity,"Secondary glass for treatment, Re-processing of secondary glass into new glass",0.0
EU27+UK,Commodity,Ceramic goods,32887845127.922104
EU27+UK,Commodity,"Bricks, tiles and construction products, in baked clay",16693812401.513998
EU27+UK,Commodity,"Cement, lime and plaster",147459602550.64737
EU27+UK,Commodity,"Ash for treatment, Re-processing of ash into clinker",0.0
EU27+UK,Commodity,Other non-metallic mineral products,49336982905.12286
EU27+UK,Commodity,Basic iron and steel and of ferro-alloys and first products thereof,228063316404.41577
EU27+UK,Commodity,"Secondary steel for treatment, Re-processing of secondary steel into new steel",0.0
EU27+UK,Commodity,Precious metals,21410166999.625984
EU27+UK,Commodity,"Secondary preciuos metals for treatment, Re-processing of secondary preciuos metals into new preciuos metals",0.0
EU27+UK,Commodity,Aluminium and aluminium products,78400185713.41782
EU27+UK,Commodity,"Secondary aluminium for treatment, Re-processing of secondary aluminium into new aluminium",0.0
EU27+UK,Commodity,"Lead, zinc and tin and products thereof",14171320526.409657
EU27+UK,Commodity,"Secondary lead for treatment, Re-processing of secondary lead into new lead",0.0
EU27+UK,Commodity,Copper products,71251201940.90332
EU27+UK,Commodity,"Secondary copper for treatment, Re-processing of secondary copper into new copper",0.0
EU27+UK,Commodity,Other non-ferrous metal products,13454242582.058002
EU27+UK,Commodity,"Secondary other non-ferrous metals for treatment, Re-processing of secondary other non-ferrous metals into new other non-ferrous metals",0.0
EU27+UK,Commodity,Foundry work services,53779144744.21509
EU27+UK,Commodity,"Fabricated metal products, except machinery and equipment (28)",640110605948.3344
EU27+UK,Commodity,Machinery and equipment n.e.c. (29),829353530877.8958
EU27+UK,Commodity,Office machinery and computers (30),130022233529.2338
EU27+UK,Commodity,Electrical machinery and apparatus n.e.c. (31),466413353500.0414
EU27+UK,Commodity,"Radio, television and communication equipment and apparatus (32)",248193439742.62305
EU27+UK,Commodity,"Medical, precision and optical instruments, watches and clocks (33)",283152795193.2796
EU27+UK,Commodity,"Motor vehicles, trailers and semi-trailers (34)",894190732550.7799
EU27+UK,Commodity,Other transport equipment (35),274185156469.78577
EU27+UK,Commodity,Furniture; other manufactured goods n.e.c. (36),313034053883.30414
EU27+UK,Commodity,Secondary raw materials,33100969031.457066
EU27+UK,Commodity,"Bottles for treatment, Recycling of bottles by direct reuse",0.0
EU27+UK,Commodity,Electricity by coal,75892185900.06363
EU27+UK,Commodity,Electricity by gas,87507023275.07535
EU27+UK,Commodity,Electricity by nuclear,70474750888.53963
EU27+UK,Commodity,Electricity by hydro,26997973517.9227
EU27+UK,Commodity,Electricity by wind,11324649003.36866
EU27+UK,Commodity,Electricity by petroleum and other oil derivatives,10874789409.846188
EU27+UK,Commodity,Electricity by biomass and waste,9994537791.372845
EU27+UK,Commodity,Electricity by solar photovoltaic,1017034590.5363159
EU27+UK,Commodity,Electricity by solar thermal,31897804.68311253
EU27+UK,Commodity,"Electricity by tide, wave, ocean",47695551.103102356
EU27+UK,Commodity,Electricity by Geothermal,808112227.3476126
EU27+UK,Commodity,Electricity nec,3358728219.6864314
EU27+UK,Commodity,Transmission services of electricity,53815172028.93742
EU27+UK,Commodity,Distribution and trade services of electricity,240643315422.39697
EU27+UK,Commodity,Coke oven gas,509420116.51276815
EU27+UK,Commodity,Blast Furnace Gas,1792847678.6348073
EU27+UK,Commodity,Oxygen Steel Furnace Gas,13988896.680966359
EU27+UK,Commodity,Gas Works Gas,158990847.39269167
EU27+UK,Commodity,Biogas,3782808113.817225
EU27+UK,Commodity,Distribution services of gaseous fuels through mains,186970537530.6671
EU27+UK,Commodity,Steam and hot water supply services,34509433222.397156
EU27+UK,Commodity,"Collected and purified water, distribution services of water (41)",81010016599.39752
EU27+UK,Commodity,Construction work (45),2436124317411.6606
EU27+UK,Commodity,"Secondary construction material for treatment, Re-processing of secondary construction material into aggregates",0.0
EU27+UK,Commodity,"Sale, maintenance, repair of motor vehicles, motor vehicles parts, motorcycles, motor cycles parts and accessoiries",426678563021.51843
EU27+UK,Commodity,Retail trade services of motor fuel,42756246314.022736
EU27+UK,Commodity,"Wholesale trade and commission trade services, except of motor vehicles and motorcycles (51)",764394408627.5168
EU27+UK,Commodity,"Retail  trade services, except of motor vehicles and motorcycles; repair services of personal and household goods (52)",270283764996.81168
EU27+UK,Commodity,Hotel and restaurant services (55),1145083919965.9001
EU27+UK,Commodity,Railway transportation services,228303390278.53473
EU27+UK,Commodity,Other land transportation services,763357275788.3982
EU27+UK,Commodity,Transportation services via pipelines,19466191758.242996
EU27+UK,Commodity,Sea and coastal water transportation services,142659597829.01767
EU27+UK,Commodity,Inland water transportation services,11228632558.658749
EU27+UK,Commodity,Air transport services (62),243913739514.28723
EU27+UK,Commodity,Supporting and auxiliary transport services; travel agency services (63),894729282047.6694
EU27+UK,Commodity,Post and telecommunication services (64),833409181606.8301
EU27+UK,Commodity,"Financial intermediation services, except insurance and pension funding services (65)",898960776835.7571
EU27+UK,Commodity,"Insurance and pension funding services, except compulsory social security services (66)",400135932629.55707
EU27+UK,Commodity,Services auxiliary to financial intermediation (67),280815844989.54846
EU27+UK,Commodity,Real estate services (70),2216614445118.6284
EU27+UK,Commodity,Renting services of machinery and equipment without operator and of personal and household goods (71),398552075577.2179
EU27+UK,Commodity,Computer and related services (72),639457326286.0214
EU27+UK,Commodity,Research and development services (73),223057949049.70807
EU27+UK,Commodity,Other business services (74),2385620906504.4136
EU27+UK,Commodity,Public administration and defence services; compulsory social security services (75),1343596847718.323
EU27+UK,Commodity,Education services (80),1059769530676.9419
EU27+UK,Commodity,Health and social work services (85),1650175762319.3025
EU27+UK,Commodity,Food waste for treatment: incineration,15196947941.63965
EU27+UK,Commodity,Paper waste for treatment: incineration,18201648877.301537
EU27+UK,Commodity,Plastic waste for treatment: incineration,14795195156.821255
EU27+UK,Commodity,Intert/metal waste for treatment: incineration,28751287933.660774
EU27+UK,Commodity,Textiles waste for treatment: incineration,3493663386.3547783
EU27+UK,Commodity,Wood waste for treatment: incineration,7932120407.085251
EU27+UK,Commodity,Oil/hazardous waste for treatment: incineration,19010641334.31025
EU27+UK,Commodity,Food waste for treatment: biogasification and land application,3640146623.0893574
EU27+UK,Commodity,Paper waste for treatment: biogasification and land application,447187031.5499879
EU27+UK,Commodity,Sewage sludge for treatment: biogasification and land application,19410355753.090157
EU27+UK,Commodity,Food waste for treatment: composting and land application,27827102283.047512
EU27+UK,Commodity,Paper and wood waste for treatment: composting and land application,95892956.93282232
EU27+UK,Commodity,Food waste for treatment: waste water treatment,10368230527.47614
EU27+UK,Commodity,Other waste for treatment: waste water treatment,17452505366.759155
EU27+UK,Commodity,Food waste for treatment: landfill,17601081696.994717
EU27+UK,Commodity,Paper for treatment: landfill,12895151747.8376
EU27+UK,Commodity,Plastic waste for treatment: landfill,3801228977.715283
EU27+UK,Commodity,Inert/metal/hazardous waste for treatment: landfill,21861756142.95279
EU27+UK,Commodity,Textiles waste for treatment: landfill,2313600534.731064
EU27+UK,Commodity,Wood waste for treatment: landfill,4199130940.8881073
EU27+UK,Commodity,Membership organisation services n.e.c. (91),255744413363.6394
EU27+UK,Commodity,"Recreational, cultural and sporting services (92)",613232638237.6786
EU27+UK,Commodity,Other services (93),193028979855.94693
EU27+UK,Commodity,Private households with employed persons (95),95916376914.57779
EU27+UK,Commodity,Extra-territorial organizations and bodies,0.0
USA,Commodity,Paddy rice,6272026165.545574
USA,Commodity,Wheat,14331756908.76177
USA,Commodity,Cereal grains nec,44436686085.47049
USA,Commodity,"Vegetables, fruit, nuts",89422726695.14185
USA,Commodity,Oil seeds,29438619273.32894
USA,Commodity,"Sugar cane, sugar beet",3235819892.0069137
USA,Commodity,Plant-based fibers,6898373163.391141
USA,Commodity,Crops nec,44868384752.19826
USA,Commodity,Cattle,52690393741.32021
USA,Commodity,Pigs,21281917136.076794
USA,Commodity,Poultry,37356256154.755615
USA,Commodity,Meat animals nec,296793037.44106954
USA,Commodity,Animal products nec,10342436831.837614
USA,Commodity,Raw milk,36281857076.33339
USA,Commodity,"Wool, silk-worm cocoons",21823183.92667675
USA,Commodity,Manure (conventional treatment),0.0
USA,Commodity,Manure (biogas treatment),0.0
USA,Commodity,"Products of forestry, logging and related services (02)",70468378848.17863
USA,Commodity,Fish and other fishing products; services incidental of fishing (05),6070893404.271405
USA,Commodity,Anthracite,705814874.4311111
USA,Commodity,Coking Coal,863770922.8860397
USA,Commodity,Other Bituminous Coal,56958789866.897156
USA,Commodity,Sub-Bituminous Coal,3138104437.418416
USA,Commodity,Patent Fuel,2894682.472517365
USA,Commodity,Lignite/Brown Coal,1699252651.5384104
USA,Commodity,BKB/Peat Briquettes,0.0
USA,Commodity,Peat,0.0
USA,Commodity,"Crude petroleum and services related to crude oil extraction, excluding surveying",145386289895.78934
